stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,error,p3_true,p3_foreign,n_tok_true,n_tok_foreign,p3_true_pt,p3_foreign_pt,p3_true_swap,p3_foreign_swap,p3_true_noinj,p3_foreign_noinj,p3_true_noinj_pt,p3_foreign_noinj_pt,p3_true_corr,p3_foreign_corr,p3_true_swap_corr,p3_foreign_swap_corr
82,207,eval,Fieldfare,E. W. Hornung,182,False,,-19.685503005981445,-41.54593276977539,2,6,-9.842751502990723,-6.924322128295898,-30.575834274291992,-25.401718139648438,-27.808475494384766,-24.580827713012695,-13.904237747192383,-4.096804618835449,8.12297248840332,-16.965105056762695,-2.7673587799072266,-0.8208904266357422
83,497,eval,2nd Battalion 9th Marines,Yamaha NS-10,183,False,,-21.97745704650879,-46.783966064453125,8,5,-2.7471821308135986,-9.356793212890626,-50.21197509765625,-30.033578872680664,-31.82878303527832,-30.98383331298828,-3.97859787940979,-6.196766662597656,9.851325988769531,-15.800132751464844,-18.38319206237793,0.9502544403076172
84,69,eval,Central Area Command (RAAF),Florida State Road 878,184,False,,-34.87093734741211,-55.4744873046875,7,7,-4.98156247820173,-7.9249267578125,-56.164466857910156,-34.598148345947266,-51.548301696777344,-38.801246643066406,-7.364043099539621,-5.543035234723773,16.677364349365234,-16.673240661621094,-4.6161651611328125,4.203098297119141
85,173,eval,The Food Album,Qedarite,185,False,,-36.15461730957031,-36.73323059082031,3,3,-12.051539103190104,-12.244410196940104,-43.47190856933594,-19.15986442565918,-33.46306610107422,-30.629993438720703,-11.15435536702474,-10.2099978129069,-2.6915512084960938,-6.103237152099609,-10.008842468261719,11.470129013061523
86,425,eval,Independence Day (India),Kyra (Charmed),186,False,,-14.035593032836914,-53.40217971801758,5,6,-2.807118606567383,-8.900363286336264,-28.856386184692383,-29.691015243530273,-21.15336799621582,-36.999454498291016,-4.230673599243164,-6.166575749715169,7.117774963378906,-16.402725219726562,-7.7030181884765625,7.308439254760742
87,413,eval,Project Chanology,Corn crake,187,False,,-17.674718856811523,-43.37495422363281,3,3,-5.891572952270508,-14.458318074544271,-38.38314437866211,-22.597766876220703,-30.702213287353516,-37.1702766418457,-10.234071095784506,-12.390092213948568,13.027494430541992,-6.204677581787109,-7.680931091308594,14.572509765625
88,537,eval,Draining and development of the Everglades,Battle of Binh Gia,188,False,,-38.26686096191406,-41.3951416015625,9,6,-4.251873440212673,-6.899190266927083,-51.164512634277344,-33.84577178955078,-52.70238494873047,-32.756038665771484,-5.855820549858941,-5.459339777628581,14.435523986816406,-8.639102935791016,1.537872314453125,-1.0897331237792969
89,272,eval,Banksia violacea,Somerset County Cricket Club in 2009,189,False,,-22.489896774291992,-60.6148796081543,4,10,-5.622474193572998,-6.0614879608154295,-49.278892517089844,-32.31009292602539,-29.9198055267334,-44.82101058959961,-7.47995138168335,-4.482101058959961,7.429908752441406,-15.793869018554688,-19.359086990356445,12.510917663574219
90,549,eval,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,False,,-152.87062072753906,-43.29898452758789,26,5,-5.879639258751502,-8.659796905517577,-186.12579345703125,-9.688811302185059,-164.48228454589844,-17.131591796875,-6.326241713303786,-3.426318359375,11.611663818359375,-26.16739273071289,-21.643508911132812,7.442780494689941
91,219,eval,Gertrude Barrows Bennett,West End Girls,191,False,,-18.560550689697266,-29.577407836914062,6,3,-3.0934251149495444,-9.859135945638021,-41.322139739990234,-26.33876609802246,-26.365955352783203,-26.97701072692871,-4.394325892130534,-8.992336908976236,7.8054046630859375,-2.6003971099853516,-14.956184387207031,0.63824462890625
92,531,eval,Memory Almost Full,SS El Sol,192,False,,-35.209468841552734,-54.19621276855469,3,3,-11.736489613850912,-18.065404256184895,-43.85407257080078,-23.95732879638672,-35.74689483642578,-34.904266357421875,-11.915631612141928,-11.634755452473959,0.5374259948730469,-19.291946411132812,-8.107177734375,10.946937561035156
93,416,eval,Khoo Kheng-Hor,Cicely Mary Barker,193,False,,-39.6302490234375,-40.532779693603516,6,4,-6.60504150390625,-10.133194923400879,-43.325111389160156,-16.53315544128418,-42.54875946044922,-22.280393600463867,-7.09145991007487,-5.570098400115967,2.9185104370117188,-18.25238609313965,-0.7763519287109375,5.7472381591796875
94,576,eval,The Convict (1910 film),Zhou Tong (archer),194,False,,-43.73898696899414,-51.342681884765625,10,6,-4.373898696899414,-8.557113647460938,-53.286598205566406,-35.35807418823242,-45.04016876220703,-36.244712829589844,-4.504016876220703,-6.040785471598308,1.3011817932128906,-15.097969055175781,-8.246429443359375,0.8866386413574219
95,297,eval,The Moth (Lost),Comair Flight 5191,195,False,,-39.164512634277344,-53.231048583984375,6,8,-6.527418772379558,-6.653881072998047,-59.880287170410156,-31.26325035095215,-40.129024505615234,-38.04923629760742,-6.688170750935872,-4.756154537200928,0.9645118713378906,-15.181812286376953,-19.751262664794922,6.785985946655273
96,62,eval,Joe Nathan,Elgin Cathedral,196,False,,-15.00938606262207,-34.923587799072266,2,3,-7.504693031311035,-11.641195933024088,-37.85547637939453,-18.187746047973633,-23.934261322021484,-17.989850997924805,-11.967130661010742,-5.9966169993082685,8.924875259399414,-16.93373680114746,-13.921215057373047,-0.19789505004882812
97,5,eval,2011 – 12 Columbus Blue Jackets season,Islais Creek,197,False,,-37.1790885925293,-36.65154266357422,13,3,-2.8599298917330227,-12.217180887858072,-66.86380004882812,-23.37431526184082,-43.574790954589844,-30.67801856994629,-3.3519069965069113,-10.226006189982096,6.395702362060547,-5.97352409362793,-23.28900909423828,7.303703308105469
98,550,eval,Skye,"14.1 years), 115mCd (t1 / 2",198,False,,-24.680057525634766,-127.06482696533203,2,19,-12.340028762817383,-6.687622471859581,-24.000415802001953,-128.06748962402344,-19.02553939819336,-129.0928955078125,-9.51276969909668,-6.794362921463816,-5.654518127441406,2.0280685424804688,-4.974876403808594,1.0254058837890625
99,337,eval,Maggie Simpson,Superman: Escape from Krypton,199,False,,-22.465492248535156,-31.544897079467773,2,6,-11.232746124267578,-5.257482846577962,-26.50674819946289,-31.583236694335938,-21.16152572631836,-30.474802017211914,-10.58076286315918,-5.079133669535319,-1.3039665222167969,-1.0700950622558594,-5.345222473144531,-1.1084346771240234
100,379,eval,Politics of Croatia,Tropical Storm Brenda (1960),0,False,,-15.644479751586914,-64.1734848022461,3,9,-5.214826583862305,-7.130387200249566,-44.78202819824219,-35.46272277832031,-23.3262939453125,-34.351749420166016,-7.775431315104167,-3.816861046685113,7.681814193725586,-29.821735382080078,-21.455734252929688,-1.1109733581542969
101,538,eval,DuMont Television Network,Hoover Dam,1,False,,-21.754222869873047,-26.984270095825195,4,2,-5.438555717468262,-13.492135047912598,-38.21002960205078,-14.450244903564453,-27.479890823364258,-21.037670135498047,-6.8699727058410645,-10.518835067749023,5.725667953491211,-5.946599960327148,-10.730138778686523,6.587425231933594
102,75,eval,Sarnia,Cape lobster,2,False,,-16.839923858642578,-39.864593505859375,3,2,-5.613307952880859,-19.932296752929688,-23.043060302734375,-19.08112907409668,-22.0978946685791,-29.520832061767578,-7.365964889526367,-14.760416030883789,5.257970809936523,-10.343761444091797,-0.9451656341552734,10.439702987670898
103,95,eval,Why Does It Hurt So Bad,June 1941 uprising in eastern Herzegovina,3,False,,-41.376441955566406,-82.71575164794922,6,12,-6.896073659261067,-6.8929793039957685,-43.308040618896484,-45.60056686401367,-40.40462875366211,-59.764278411865234,-6.7341047922770185,-4.980356534322103,-0.9718132019042969,-22.951473236083984,-2.903411865234375,14.163711547851562
104,469,eval,Martin Keamy,Pokiri,4,False,,-34.23883056640625,-36.410587310791016,3,2,-11.412943522135416,-18.205293655395508,-43.84767150878906,-32.34528350830078,-39.47969055175781,-28.05255889892578,-13.159896850585938,-14.02627944946289,5.2408599853515625,-8.358028411865234,-4.36798095703125,-4.292724609375
105,99,eval,New Year's Eve (Up All Night),Rebbie Jackson,5,False,,-41.179168701171875,-33.889373779296875,9,3,-4.575463189019097,-11.296457926432291,-42.665977478027344,-14.084335327148438,-39.57896041870117,-22.999818801879883,-4.3976622687445746,-7.666606267293294,-1.6002082824707031,-10.889554977416992,-3.087017059326172,8.915483474731445
106,381,eval,Brandon Minor,Missouri River,6,False,,-26.15790557861328,-21.732681274414062,2,2,-13.07895278930664,-10.866340637207031,-33.5813102722168,-17.230632781982422,-32.09962463378906,-24.066293716430664,-16.04981231689453,-12.033146858215332,5.941719055175781,2.3336124420166016,-1.4816856384277344,6.835660934448242
107,280,eval,The Archaeology of Ritual and Magic,Etymology of Wicca,7,False,,-45.855865478515625,-47.901126861572266,7,6,-6.550837925502232,-7.983521143595378,-46.95723342895508,-22.955564498901367,-41.5867805480957,-29.803274154663086,-5.9409686497279575,-4.967212359110515,-4.269084930419922,-18.09785270690918,-5.370452880859375,6.847709655761719
108,91,eval,Dangerously in Love Tour,Coldrum Long Barrow,8,False,,-33.01879119873047,-64.1652603149414,5,5,-6.603758239746094,-12.833052062988282,-66.01729583740234,-38.33480453491211,-46.64602279663086,-39.43998718261719,-9.329204559326172,-7.887997436523437,13.62723159790039,-24.72527313232422,-19.371273040771484,1.1051826477050781
109,303,eval,M-5 (Michigan highway),Rocky Mountain Horse,9,False,,-42.97587966918945,-29.085050582885742,7,3,-6.139411381312779,-9.695016860961914,-58.21607971191406,-19.59028434753418,-45.19599533081055,-23.668474197387695,-6.456570761544364,-7.8894913991292315,2.2201156616210938,-5.416576385498047,-13.020084381103516,4.078189849853516
110,160,eval,Protein,"Galveston, Texas",10,True,,-5.7768988609313965,-26.392784118652344,1,5,-5.7768988609313965,-5.278556823730469,-22.244535446166992,-8.231406211853027,-16.61141014099121,-20.502029418945312,-16.61141014099121,-4.100405883789063,10.834511280059814,-5.890754699707031,-5.633125305175781,12.270623207092285
111,55,eval,2013 – 14 York City F.C. season,G.I. Joe: Retaliation,11,False,,-38.80665969848633,-39.89714813232422,15,8,-2.587110646565755,-4.987143516540527,-95.67369079589844,-23.84131622314453,-63.909889221191406,-29.575090408325195,-4.26065928141276,-3.6968863010406494,25.103229522705078,-10.322057723999023,-31.76380157470703,5.733774185180664
112,591,eval,2 / 4th Machine Gun Battalion (Australia),"Strand, London",12,False,,-51.41060256958008,-49.331703186035156,12,3,-4.28421688079834,-16.44390106201172,-102.80046844482422,-20.749555587768555,-65.68612670898438,-41.52161407470703,-5.473843892415364,-13.840538024902344,14.275524139404297,-7.810089111328125,-37.114341735839844,20.772058486938477
113,52,eval,Hadji Ali,USS Breese (DD-122),13,False,,-30.435033798217773,-45.816795349121094,3,10,-10.145011266072592,-4.5816795349121096,-49.333717346191406,-31.20196533203125,-22.453031539916992,-34.3990478515625,-7.484343846638997,-3.43990478515625,-7.982002258300781,-11.417747497558594,-26.880685806274414,3.19708251953125
114,47,eval,Christmas 1994 nor 'easter,Bath Assembly Rooms,14,False,,-68.02790069580078,-58.43714904785156,10,3,-6.8027900695800785,-19.479049682617188,-93.33454895019531,-21.25839614868164,-61.303688049316406,-41.610008239746094,-6.13036880493164,-13.870002746582031,-6.724212646484375,-16.82714080810547,-32.030860900878906,20.351612091064453
115,415,eval,Clocks (song),Odyssey Number Five,15,False,,-30.59614372253418,-34.32698440551758,5,3,-6.119228744506836,-11.442328135172525,-36.69679260253906,-36.152801513671875,-34.40052795410156,-34.09052658081055,-6.880105590820312,-11.363508860270182,3.804384231567383,-0.23645782470703125,-2.2962646484375,-2.062274932861328
116,212,eval,Trials and Tribble-ations,Harold Innis,16,False,,-36.557621002197266,-30.602371215820312,6,3,-6.092936833699544,-10.200790405273438,-51.608028411865234,-9.253039360046387,-46.48721694946289,-21.75900650024414,-7.747869491577148,-7.253002166748047,9.929595947265625,-8.843364715576172,-5.120811462402344,12.505967140197754
117,221,eval,Marauders (Star Trek: Enterprise),World War Z,17,False,,-38.88029098510742,-20.88034439086914,9,3,-4.320032331678602,-6.96011479695638,-44.59186553955078,-17.12742805480957,-43.792816162109375,-22.196983337402344,-4.865868462456597,-7.398994445800781,4.912525177001953,1.3166389465332031,-0.7990493774414062,5.069555282592773
118,567,eval,Sang Pencerah,Boise National Forest,18,False,,-39.333717346191406,-44.7027473449707,4,3,-9.833429336547852,-14.9009157816569,-60.57781982421875,-24.181955337524414,-44.01963424682617,-27.748682022094727,-11.004908561706543,-9.249560674031576,4.685916900634766,-16.954065322875977,-16.558185577392578,3.5667266845703125
119,296,eval,Mogadishu,"Richard Nixon presidential campaign, 1968",19,False,,-13.332832336425781,-70.74446105957031,4,10,-3.3332080841064453,-7.074446105957032,-26.70105743408203,-35.539791107177734,-21.215587615966797,-43.91388702392578,-5.303896903991699,-4.391388702392578,7.882755279541016,-26.83057403564453,-5.485469818115234,8.374095916748047
120,393,eval,Chapter 1 (House of Cards),Battle of Hubbardton,20,False,,-34.92053985595703,-45.69249725341797,8,4,-4.365067481994629,-11.423124313354492,-46.8907470703125,-25.636011123657227,-33.61614227294922,-26.220739364624023,-4.202017784118652,-6.555184841156006,-1.3043975830078125,-19.471757888793945,-13.274604797363281,0.5847282409667969
121,373,eval,The Stolen Eagle,Dave Sisler,21,False,,-32.13151168823242,-32.84526824951172,4,4,-8.032877922058105,-8.21131706237793,-34.80571746826172,-29.24185562133789,-34.59684371948242,-29.42535972595215,-8.649210929870605,-7.356339931488037,2.46533203125,-3.4199085235595703,-0.20887374877929688,0.1835041046142578
122,281,eval,History of Braathens SAFE (1946 – 93),"George Calvert, 1st Baron Baltimore",22,False,,-80.90836334228516,-56.86407470703125,16,9,-5.056772708892822,-6.318230523003472,-108.53717041015625,-18.75998306274414,-100.46434020996094,-32.24300765991211,-6.279021263122559,-3.582556406656901,19.55597686767578,-24.62106704711914,-8.072830200195312,13.483024597167969
123,517,eval,Loverboy (Mariah Carey song),Hemmema,23,False,,-40.6118278503418,-45.543235778808594,8,3,-5.076478481292725,-15.181078592936197,-72.41484832763672,-40.20854187011719,-43.118770599365234,-35.33676528930664,-5.389846324920654,-11.778921763102213,2.5069427490234375,-10.206470489501953,-29.296077728271484,-4.871776580810547
124,419,eval,Stefan Wever,Far Away Places (Mad Men),24,False,,-37.2244873046875,-68.07595825195312,3,7,-12.408162434895834,-9.725136893136161,-32.94615936279297,-50.86491775512695,-28.19668960571289,-48.22968673706055,-9.39889653523763,-6.889955248151507,-9.02779769897461,-19.846271514892578,-4.749469757080078,-2.6352310180664062
125,465,eval,Corpus Christi Bay,John Cullen,25,False,,-20.431772232055664,-23.659563064575195,4,3,-5.107943058013916,-7.886521021525065,-26.829986572265625,-18.376949310302734,-26.144458770751953,-24.264373779296875,-6.536114692687988,-8.088124593098959,5.712686538696289,0.6048107147216797,-0.6855278015136719,5.887424468994141
126,464,eval,1998 National League Wild Card tie-breaker game,Mega Man & Bass,26,False,,-57.16828155517578,-59.48514938354492,13,4,-4.397560119628906,-14.87128734588623,-74.11164093017578,-29.4291934967041,-61.04438400268555,-39.776771545410156,-4.695721846360427,-9.944192886352539,3.8761024475097656,-19.708377838134766,-13.067256927490234,10.347578048706055
127,557,eval,The Good Terrorist,Rio de Janeiro bid for the 2016 Summer Olympics,27,False,,-32.71624755859375,-65.78535461425781,4,13,-8.179061889648438,-5.0604118934044475,-41.45573806762695,-29.18012237548828,-28.692703247070312,-40.54535675048828,-7.173175811767578,-3.1188735961914062,-4.0235443115234375,-25.23999786376953,-12.76303482055664,11.365234375
128,331,eval,Arikamedu,The Importance of Being Earnest,28,False,,-18.87845802307129,-53.89939498901367,4,6,-4.719614505767822,-8.983232498168945,-40.5274543762207,-28.191940307617188,-24.86334800720215,-26.425132751464844,-6.215837001800537,-4.404188791910808,5.984889984130859,-27.474262237548828,-15.664106369018555,-1.7668075561523438
129,98,eval,"West Hendford Cricket Ground, Yeovil",HMS Boreas (H77),29,False,,-66.95608520507812,-55.2052001953125,9,9,-7.439565022786458,-6.1339111328125,-73.71868133544922,-39.30178451538086,-70.57127380371094,-40.774654388427734,-7.8412526448567705,-4.530517154269749,3.6151885986328125,-14.430545806884766,-3.1474075317382812,1.472869873046875
130,26,eval,Johnson – Corey – Chaykovsky reaction,St Nazaire Raid,30,False,,-53.1196403503418,-45.04773712158203,9,4,-5.902182261149089,-11.261934280395508,-101.7216796875,-32.57884979248047,-91.72268676757812,-36.18268585205078,-10.191409640842014,-9.045671463012695,38.60304641723633,-8.86505126953125,-9.998992919921875,3.6038360595703125
131,435,eval,Hydnellum peckii,Ouw Peh Tjoa,31,False,,-36.9344482421875,-60.24809646606445,7,7,-5.276349748883929,-8.606870923723493,-56.59340286254883,-66.76045989990234,-37.116355895996094,-53.68250274658203,-5.302336556570871,-7.668928963797433,0.18190765380859375,-6.565593719482422,-19.477046966552734,-13.077957153320312
132,426,eval,The One I Love (manga),Principe Amedeo-class ironclad,32,False,,-41.12101364135742,-70.58030700683594,8,10,-5.140126705169678,-7.058030700683593,-84.1042251586914,-56.11007308959961,-42.10841751098633,-57.10253143310547,-5.263552188873291,-5.710253143310547,0.9874038696289062,-13.477775573730469,-41.99580764770508,0.9924583435058594
133,223,eval,Otra Nota,Hurricane Lorenzo (2007),33,False,,-36.92416763305664,-42.90594482421875,4,8,-9.23104190826416,-5.363243103027344,-40.47245788574219,-26.733144760131836,-31.45607566833496,-37.75446701049805,-7.86401891708374,-4.719308376312256,-5.46809196472168,-5.151477813720703,-9.016382217407227,11.021322250366211
134,97,eval,"Papal conclave, 1769",Weather buoy,34,False,,-45.862152099609375,-32.033634185791016,10,2,-4.586215209960938,-16.016817092895508,-78.1365966796875,-18.49049949645996,-48.92256164550781,-28.68477439880371,-4.892256164550782,-14.342387199401855,3.0604095458984375,-3.3488597869873047,-29.214035034179688,10.19427490234375
135,33,eval,Devin Townsend,HMS Hostile (H55),35,False,,-17.583345413208008,-64.21439361572266,2,8,-8.791672706604004,-8.026799201965332,-33.68572998046875,-34.43452835083008,-21.651538848876953,-42.70735168457031,-10.825769424438477,-5.338418960571289,4.068193435668945,-21.507041931152344,-12.034191131591797,8.272823333740234
136,96,eval,Hurricane Omar (2008),"Saint Leonard Catholic Church (Madison, Nebraska)",36,False,,-28.964771270751953,-65.8713607788086,8,10,-3.620596408843994,-6.587136077880859,-49.4898681640625,-62.128395080566406,-29.03036117553711,-57.92073059082031,-3.6287951469421387,-5.792073059082031,0.06558990478515625,-7.950630187988281,-20.45950698852539,-4.207664489746094
137,540,eval,"Waterfall Gully, South Australia",First Battle of Maryang San,37,False,,-43.9156494140625,-61.375431060791016,7,6,-6.273664202008929,-10.229238510131836,-57.33920669555664,-38.626014709472656,-49.08938980102539,-39.72327423095703,-7.0127699715750555,-6.620545705159505,5.173740386962891,-21.652156829833984,-8.24981689453125,1.097259521484375
138,384,eval,Laurence Olivier,"No result, Pts",38,False,,-16.093706130981445,-60.50506591796875,3,5,-5.364568710327148,-12.10101318359375,-27.879047393798828,-52.14221954345703,-19.715410232543945,-51.12892532348633,-6.5718034108479815,-10.225785064697266,3.6217041015625,-9.376140594482422,-8.163637161254883,-1.0132942199707031
139,579,eval,Corythosaurus,Grammy Award for Best Concept Music Video,39,False,,-15.111259460449219,-75.74177551269531,4,7,-3.7778148651123047,-10.820253644670759,-32.92510986328125,-38.903560638427734,-23.790302276611328,-44.34577941894531,-5.947575569152832,-6.335111345563616,8.67904281616211,-31.39599609375,-9.134807586669922,5.442218780517578
140,315,eval,The Litigators,Europium,40,False,,-32.8181037902832,-29.14783477783203,3,2,-10.9393679300944,-14.573917388916016,-44.42357635498047,-5.661622524261475,-31.45474624633789,-20.73215103149414,-10.484915415445963,-10.36607551574707,-1.3633575439453125,-8.41568374633789,-12.968830108642578,15.070528507232666
141,317,eval,Sclerodermatineae,Species (film),41,False,,-23.64341926574707,-34.28841781616211,8,4,-2.955427408218384,-8.572104454040527,-48.74793243408203,-30.669858932495117,-40.563819885253906,-31.44581413269043,-5.070477485656738,-7.861453533172607,16.920400619506836,-2.8426036834716797,-8.184112548828125,0.7759552001953125
142,77,eval,Norman Finkelstein,Blackwyche,42,False,,-15.741653442382812,-44.57049560546875,4,3,-3.935413360595703,-14.856831868489584,-35.03396224975586,-39.247745513916016,-18.328182220458984,-35.08897399902344,-4.582045555114746,-11.696324666341146,2.586528778076172,-9.481521606445312,-16.705780029296875,-4.158771514892578
143,105,eval,Frederick Reines,Liu Kang,43,False,,-18.42330551147461,-28.327852249145508,3,2,-6.141101837158203,-14.163926124572754,-35.849029541015625,-22.423988342285156,-24.679086685180664,-19.074420928955078,-8.226362228393555,-9.537210464477539,6.255781173706055,-9.25343132019043,-11.169942855834961,-3.349567413330078
144,216,eval,Mycena galericulata,Monty Can 't Buy Me Love,44,False,,-20.419036865234375,-48.96571731567383,7,8,-2.9170052664620534,-6.1207146644592285,-45.93470764160156,-55.40260314941406,-26.409997940063477,-49.727256774902344,-3.7728568485804965,-6.215907096862793,5.990961074829102,0.7615394592285156,-19.524709701538086,-5.675346374511719
145,359,eval,Tropical Storm Abby (1964),Truth in Numbers?,45,False,,-40.467689514160156,-51.49983596801758,9,4,-4.4964099460177955,-12.874958992004395,-59.612972259521484,-41.03227233886719,-34.420013427734375,-35.90852737426758,-3.8244459364149304,-8.977131843566895,-6.047676086425781,-15.59130859375,-25.19295883178711,-5.123744964599609
146,623,eval,Perry the Platypus,Henry Hoʻolulu Pitman,46,False,,-17.043012619018555,-57.189697265625,5,6,-3.4086025238037108,-9.5316162109375,-38.898406982421875,-41.40235900878906,-21.745542526245117,-45.43644714355469,-4.349108505249023,-7.572741190592448,4.7025299072265625,-11.753250122070312,-17.152864456176758,4.034088134765625
147,289,eval,Battle of Merville Gun Battery,Gregory Helms,47,False,,-22.027446746826172,-28.46621322631836,6,3,-3.671241124471029,-9.48873774210612,-58.65629959106445,-15.577234268188477,-37.085968017578125,-20.217988967895508,-6.1809946695963545,-6.739329655965169,15.058521270751953,-8.248224258422852,-21.570331573486328,4.640754699707031
148,475,eval,Road to the North Pole,Elephanta Caves,48,False,,-39.68016815185547,-39.51573181152344,5,5,-7.936033630371094,-7.903146362304687,-39.89330291748047,-12.557549476623535,-31.24509048461914,-21.590473175048828,-6.2490180969238285,-4.318094635009766,-8.435077667236328,-17.92525863647461,-8.648212432861328,9.032923698425293
149,376,eval,M-108 (Michigan highway),Irresistible (The X-Files),49,False,,-41.35321807861328,-58.74288558959961,9,10,-4.594802008734809,-5.874288558959961,-57.18446731567383,-39.98298263549805,-48.72294616699219,-45.329872131347656,-5.4136606852213545,-4.532987213134765,7.369728088378906,-13.413013458251953,-8.46152114868164,5.346889495849609
150,530,eval,T30 Howitzer Motor Carriage,The General in His Labyrinth,50,False,,-51.87117004394531,-62.824283599853516,8,6,-6.483896255493164,-10.47071393330892,-71.96671295166016,-42.9495849609375,-57.114845275878906,-44.33218765258789,-7.139355659484863,-7.3886979420979815,5.243675231933594,-18.492095947265625,-14.85186767578125,1.3826026916503906
151,346,eval,Richard Cresswell,Subtropical Storm Alpha (1972),51,False,,-18.720705032348633,-73.56758880615234,4,11,-4.680176258087158,-6.687962618741122,-31.576379776000977,-36.20315170288086,-28.833940505981445,-40.047916412353516,-7.208485126495361,-3.64071967385032,10.113235473632812,-33.51967239379883,-2.7424392700195312,3.8447647094726562
152,172,eval,Ulysses (poem),766th Independent Infantry Regiment (North Korea),52,False,,-23.00649642944336,-85.67816925048828,8,12,-2.87581205368042,-7.13984743754069,-54.55272674560547,-47.27168655395508,-24.027111053466797,-49.54990768432617,-3.0033888816833496,-4.129158973693848,1.0206146240234375,-36.12826156616211,-30.525615692138672,2.2782211303710938
153,617,eval,Wilhelm Busch,M-47 (Michigan highway),53,False,,-19.30137825012207,-66.74501037597656,3,8,-6.43379275004069,-8.34312629699707,-26.1861629486084,-31.91000747680664,-20.930301666259766,-47.619380950927734,-6.976767222086589,-5.952422618865967,1.6289234161376953,-19.125629425048828,-5.255861282348633,15.709373474121094
154,348,eval,Xenon,Stanley Green,54,False,,-18.010719299316406,-23.071208953857422,2,2,-9.005359649658203,-11.535604476928711,-23.49878692626953,-23.722097396850586,-19.613605499267578,-19.364452362060547,-9.806802749633789,-9.682226181030273,1.6028861999511719,-3.706756591796875,-3.885181427001953,-4.357645034790039
155,184,eval,1986 Peach Bowl,2007 Hawaii Bowl,55,False,,-26.742063522338867,-30.42389678955078,7,7,-3.8202947889055525,-4.3462709699358255,-40.554466247558594,-38.990787506103516,-37.061214447021484,-37.48577117919922,-5.294459206717355,-5.355110168457031,10.319150924682617,7.0618743896484375,-3.4932518005371094,-1.5050163269042969
156,458,eval,President Evil,Andrew Johnston (singer),56,False,,-28.133630752563477,-47.827552795410156,2,6,-14.066815376281738,-7.971258799235026,-26.97892951965332,-41.39345932006836,-23.38753890991211,-38.612449645996094,-11.693769454956055,-6.435408274332683,-4.746091842651367,-9.215103149414062,-3.591390609741211,-2.7810096740722656
157,501,eval,Yo-Yo (Nicola Roberts song),Jane's Attack Squadron,57,False,,-58.99506378173828,-52.681671142578125,9,4,-6.555007086859809,-13.170417785644531,-79.00787353515625,-49.01126480102539,-63.94499588012695,-43.835941314697266,-7.104999542236328,-10.958985328674316,4.949932098388672,-8.84572982788086,-15.062877655029297,-5.175323486328125
158,23,eval,SMS Zrínyi,Rachel Green,58,False,,-37.712520599365234,-34.89221954345703,5,2,-7.542504119873047,-17.446109771728516,-46.626075744628906,-23.83339500427246,-41.095550537109375,-24.53529167175293,-8.219110107421875,-12.267645835876465,3.3830299377441406,-10.356927871704102,-5.530525207519531,0.7018966674804688
159,490,eval,Sweet Love (Chris Brown song),New York State Route 38,59,False,,-47.40536117553711,-47.80254364013672,7,7,-6.772194453648159,-6.828934805733817,-70.67811584472656,-22.386686325073242,-45.63938903808594,-29.006763458251953,-6.5199127197265625,-4.143823351178851,-1.7659721374511719,-18.795780181884766,-25.038726806640625,6.620077133178711
160,603,eval,Development of Fez,Old Baltimore Pike,60,False,,-45.06619644165039,-55.455684661865234,4,3,-11.266549110412598,-18.485228220621746,-42.31172561645508,-27.530750274658203,-39.10418701171875,-41.34661102294922,-9.776046752929688,-13.782203674316406,-5.962009429931641,-14.109073638916016,-3.207538604736328,13.815860748291016
161,58,eval,Species of Allosaurus,"Baltimore mayoral election, 1999",61,False,,-30.682619094848633,-85.8397216796875,5,10,-6.136523818969726,-8.58397216796875,-50.74152755737305,-33.72584533691406,-34.31289291381836,-49.99558639526367,-6.862578582763672,-4.999558639526367,3.6302738189697266,-35.84413528442383,-16.428634643554688,16.26974105834961
162,264,eval,My Boo (Usher and Alicia Keys song),Illinois (Sufjan Stevens album),62,False,,-49.99283218383789,-53.09919738769531,10,8,-4.999283218383789,-6.637399673461914,-69.32017517089844,-51.93110275268555,-62.78568649291992,-53.122703552246094,-6.2785686492919925,-6.640337944030762,12.792854309082031,0.02350616455078125,-6.534488677978516,1.1916007995605469
163,529,eval,Jin – Song Wars,NoitulovE,63,False,,-40.02897644042969,-52.01462173461914,4,5,-10.007244110107422,-10.402924346923829,-55.89908218383789,-44.63654327392578,-44.544368743896484,-42.15888214111328,-11.136092185974121,-8.431776428222657,4.515392303466797,-9.85573959350586,-11.354713439941406,-2.4776611328125
164,486,eval,Mitsuyo Maeda,Simon de Montfort's Parliament,64,False,,-34.9141731262207,-41.06365203857422,4,6,-8.728543281555176,-6.843942006429036,-53.99175262451172,-19.734743118286133,-30.03520393371582,-27.829574584960938,-7.508800983428955,-4.638262430826823,-4.878969192504883,-13.234077453613281,-23.9565486907959,8.094831466674805
165,85,eval,Leanne Del Toso,Cater 2 U,65,False,,-44.28654098510742,-43.31074142456055,5,4,-8.857308197021485,-10.827685356140137,-51.62950134277344,-39.53792190551758,-44.38898849487305,-43.01131820678711,-8.877797698974609,-10.752829551696777,0.102447509765625,-0.2994232177734375,-7.240512847900391,3.4733963012695312
