stim_idx,n_claims,k,direction,cos_z,cos_empty,n_words,cos_k,lift,error
82,3,1,first,0.8091214132469876,0.3772451021128541,18,0.5181246052707361,0.32620335852161897,
82,3,1,last,0.8091214132469876,0.3772451021128541,44,0.7810409217636315,0.9349802460579164,
82,3,2,first,0.8091214132469876,0.3772451021128541,52,0.785033738319447,0.9442255240527435,
82,3,2,last,0.8091214132469876,0.3772451021128541,78,0.7991769384701657,0.9769737896697619,
82,3,3,first,0.8091214132469876,0.3772451021128541,96,0.8073086595832638,0.9958026091800141,
82,3,3,last,0.8091214132469876,0.3772451021128541,96,0.8073086595832638,0.9958026091800141,
83,3,1,first,0.9288348398295974,0.3429283363429786,23,0.6211884220514091,0.4749223366741236,
83,3,1,last,0.9288348398295974,0.3429283363429786,44,0.9142351940735427,0.9750819530604714,
83,3,2,first,0.9288348398295974,0.3429283363429786,62,0.8678946452908546,0.8959898991117197,
83,3,2,last,0.9288348398295974,0.3429283363429786,83,0.9091482784117099,0.9663998243734513,
83,3,3,first,0.9288348398295974,0.3429283363429786,106,0.9297460030712259,1.0015551342000923,
83,3,3,last,0.9288348398295974,0.3429283363429786,106,0.9297460030712259,1.0015551342000923,
84,3,1,first,0.935528297211703,0.45799350878623457,18,0.4986457220702047,0.08512932307614471,
84,3,1,last,0.935528297211703,0.45799350878623457,35,0.9152460432316791,0.9575271698070443,
84,3,2,first,0.935528297211703,0.45799350878623457,68,0.9170496266380659,0.9613040326662583,
84,3,2,last,0.935528297211703,0.45799350878623457,85,0.9259147427207585,0.9798683682865441,
84,3,3,first,0.935528297211703,0.45799350878623457,103,0.9344777237395853,0.9978000064129742,
84,3,3,last,0.935528297211703,0.45799350878623457,103,0.9344777237395853,0.9978000064129742,
85,3,1,first,0.9251781633958069,0.4007854167814476,23,0.5541085492581361,0.2923822525513363,
85,3,1,last,0.9251781633958069,0.4007854167814476,39,0.8944441367682127,0.9413912056831018,
85,3,2,first,0.9251781633958069,0.4007854167814476,63,0.5751956769904505,0.3325947228199648,
85,3,2,last,0.9251781633958069,0.4007854167814476,79,0.8935373425849471,0.9396619785167839,
85,3,3,first,0.9251781633958069,0.4007854167814476,102,0.9258491841731774,1.0012796149102037,
85,3,3,last,0.9251781633958069,0.4007854167814476,102,0.9258491841731774,1.0012796149102037,
86,3,1,first,0.8538310523407067,0.26510317810794365,22,0.328368762012783,0.10746150585665366,
86,3,1,last,0.8538310523407067,0.26510317810794365,41,0.7445687930993853,0.8144095701537604,
86,3,2,first,0.8538310523407067,0.26510317810794365,56,0.678533980728677,0.7022443147600598,
86,3,2,last,0.8538310523407067,0.26510317810794365,75,0.8402266191810046,0.9768918141043831,
86,3,3,first,0.8538310523407067,0.26510317810794365,97,0.8504203521311342,0.9942066609059113,
86,3,3,last,0.8538310523407067,0.26510317810794365,97,0.8504203521311342,0.9942066609059113,
87,3,1,first,0.905171649212226,0.35776205612339573,24,0.412977111549046,0.10086607199207466,
87,3,1,last,0.905171649212226,0.35776205612339573,49,0.8826068559327117,0.9587789590018152,
87,3,2,first,0.905171649212226,0.35776205612339573,63,0.642153912315986,0.5195229674143487,
87,3,2,last,0.905171649212226,0.35776205612339573,88,0.9056961960183945,1.000958234588489,
87,3,3,first,0.905171649212226,0.35776205612339573,112,0.9029884381886976,0.9960117413887297,
87,3,3,last,0.905171649212226,0.35776205612339573,112,0.9029884381886976,0.9960117413887297,
88,7,1,first,0.8836902098915548,0.4103747370919629,21,0.5618404276961556,0.32001001300104404,
88,7,1,last,0.8836902098915548,0.4103747370919629,20,0.7249305687449086,0.6645796508455426,
88,7,2,first,0.8836902098915548,0.4103747370919629,36,0.7153273493193564,0.6442903935162806,
88,7,2,last,0.8836902098915548,0.4103747370919629,45,0.5980964206160164,0.39661007153158795,
88,7,3,first,0.8836902098915548,0.4103747370919629,50,0.833741832758227,0.8944712776071096,
88,7,3,last,0.8836902098915548,0.4103747370919629,49,0.6438780262055294,0.4933354232694499,
88,7,4,first,0.8836902098915548,0.4103747370919629,71,0.864561212701259,0.9595851006578116,
88,7,4,last,0.8836902098915548,0.4103747370919629,70,0.8566036398480252,0.9427726926328514,
88,7,5,first,0.8836902098915548,0.4103747370919629,75,0.8556929349507005,0.9408485955989259,
88,7,5,last,0.8836902098915548,0.4103747370919629,84,0.868501173221679,0.9679092750126361,
88,7,6,first,0.8836902098915548,0.4103747370919629,100,0.8558749070981465,0.9412330583048873,
88,7,6,last,0.8836902098915548,0.4103747370919629,99,0.8825451983217676,0.9975808701899928,
88,7,7,first,0.8836902098915548,0.4103747370919629,120,0.8813299890965534,0.995013429877876,
88,7,7,last,0.8836902098915548,0.4103747370919629,120,0.8813299890965534,0.995013429877876,
89,3,1,first,0.8916832463944765,0.26999136552487807,20,0.4632435825692311,0.3108488674068565,
89,3,1,last,0.8916832463944765,0.26999136552487807,40,0.868354495543688,0.9624753811837512,
89,3,2,first,0.8916832463944765,0.26999136552487807,54,0.5983885180507613,0.5282313677098921,
89,3,2,last,0.8916832463944765,0.26999136552487807,74,0.8799698659167164,0.9811588652864891,
89,3,3,first,0.8916832463944765,0.26999136552487807,94,0.8927035777963822,1.0016412171902238,
89,3,3,last,0.8916832463944765,0.26999136552487807,94,0.8927035777963822,1.0016412171902238,
90,3,1,first,0.8885074572422635,0.3505516955213771,16,0.5356121787354781,0.3440068800863926,
90,3,1,last,0.8885074572422635,0.3505516955213771,36,0.8600190204482326,0.9470431607556388,
90,3,2,first,0.8885074572422635,0.3505516955213771,62,0.8087648567461803,0.8517673642141284,
90,3,2,last,0.8885074572422635,0.3505516955213771,82,0.8831883465644899,0.9901123641454119,
90,3,3,first,0.8885074572422635,0.3505516955213771,98,0.8901344822843787,1.003024458808491,
90,3,3,last,0.8885074572422635,0.3505516955213771,98,0.8901344822843787,1.003024458808491,
91,3,1,first,0.8898315713225826,0.29928353150828363,19,0.4142000063618766,0.19459293250677634,
91,3,1,last,0.8898315713225826,0.29928353150828363,49,0.7773102539062168,0.8094628889941811,
91,3,2,first,0.8898315713225826,0.29928353150828363,59,0.5361649561239773,0.40112134601307337,
91,3,2,last,0.8898315713225826,0.29928353150828363,89,0.8863341245436372,0.9940776252850737,
91,3,3,first,0.8898315713225826,0.29928353150828363,108,0.8903829277055997,1.0009336351081455,
91,3,3,last,0.8898315713225826,0.29928353150828363,108,0.8903829277055997,1.0009336351081455,
92,3,1,first,0.9057902970912707,0.3109660244151329,18,0.4640629341991049,0.2573817458645105,
92,3,1,last,0.9057902970912707,0.3109660244151329,45,0.8839084036840508,0.9632128438391184,
92,3,2,first,0.9057902970912707,0.3109660244151329,53,0.7049469770247414,0.6623484795552689,
92,3,2,last,0.9057902970912707,0.3109660244151329,80,0.9041303025414317,0.9972092689789362,
92,3,3,first,0.9057902970912707,0.3109660244151329,98,0.904168755241453,0.997273914457925,
92,3,3,last,0.9057902970912707,0.3109660244151329,98,0.904168755241453,0.997273914457925,
93,5,1,first,0.8981409504146745,0.39819035629228505,26,0.5990445831763839,0.40174815120817536,
93,5,1,last,0.8981409504146745,0.39819035629228505,45,0.8587880855074025,0.9212864923656071,
93,5,2,first,0.8981409504146745,0.39819035629228505,51,0.8460434330674049,0.8957946685937613,
93,5,2,last,0.8981409504146745,0.39819035629228505,49,0.8781123046304331,0.9599387499090795,
93,5,3,first,0.8981409504146745,0.39819035629228505,66,0.8661805201098094,0.936072822633668,
93,5,3,last,0.8981409504146745,0.39819035629228505,64,0.8692803972769525,0.9422731896371008,
93,5,4,first,0.8981409504146745,0.39819035629228505,70,0.8676973792286167,0.9391068406679298,
93,5,4,last,0.8981409504146745,0.39819035629228505,89,0.8938483017083269,0.9914138541751653,
93,5,5,first,0.8981409504146745,0.39819035629228505,115,0.9012445950727201,1.0062079027298563,
93,5,5,last,0.8981409504146745,0.39819035629228505,115,0.9012445950727201,1.0062079027298563,
94,3,1,first,0.871936969390669,0.15475879862595274,21,0.31205158958444573,0.2193217771683905,
94,3,1,last,0.871936969390669,0.15475879862595274,46,0.7419369219848616,0.8187339594187727,
94,3,2,first,0.871936969390669,0.15475879862595274,54,0.529087031085502,0.5219459371726397,
94,3,2,last,0.871936969390669,0.15475879862595274,79,0.8279354832860125,0.9386463672510579,
94,3,3,first,0.871936969390669,0.15475879862595274,100,0.8753719101485916,1.004789522182835,
94,3,3,last,0.871936969390669,0.15475879862595274,100,0.8753719101485916,1.004789522182835,
95,3,1,first,0.9066623617733167,0.3263442934093443,21,0.4544748931141343,0.220793745171531,
95,3,1,last,0.9066623617733167,0.3263442934093443,43,0.8452800695466381,0.8942264672204212,
95,3,2,first,0.9066623617733167,0.3263442934093443,66,0.8683933909361509,0.9340551795241301,
95,3,2,last,0.9066623617733167,0.3263442934093443,88,0.8979735560857879,0.9850275113576523,
95,3,3,first,0.9066623617733167,0.3263442934093443,109,0.9074961908567434,1.001436848392085,
95,3,3,last,0.9066623617733167,0.3263442934093443,109,0.9074961908567434,1.001436848392085,
96,3,1,first,0.8597305561292348,0.2812211387257781,21,0.4016281939829507,0.2081332673849972,
96,3,1,last,0.8597305561292348,0.2812211387257781,49,0.8191887996091377,0.929920317110719,
96,3,2,first,0.8597305561292348,0.2812211387257781,61,0.7905045088104703,0.8803372162384597,
96,3,2,last,0.8597305561292348,0.2812211387257781,89,0.8472551776696369,0.9784353061777429,
96,3,3,first,0.8597305561292348,0.2812211387257781,110,0.8572705339782761,0.9957476540969723,
96,3,3,last,0.8597305561292348,0.2812211387257781,110,0.8572705339782761,0.9957476540969723,
97,6,1,first,0.8639323374532557,0.3265730339467289,17,0.5520466721627576,0.41959567228985384,
97,6,1,last,0.8639323374532557,0.3265730339467289,16,0.47215124070954745,0.27091409009363204,
97,6,2,first,0.8639323374532557,0.3265730339467289,37,0.7983841478609414,0.878017949694774,
97,6,2,last,0.8639323374532557,0.3265730339467289,41,0.7744696392109218,0.8335141912337855,
97,6,3,first,0.8639323374532557,0.3265730339467289,65,0.8613386198492372,0.9951732154126797,
97,6,3,last,0.8639323374532557,0.3265730339467289,45,0.8184642993260687,0.915386152560333,
97,6,4,first,0.8639323374532557,0.3265730339467289,69,0.8675233007269392,1.0066826111509575,
97,6,4,last,0.8639323374532557,0.3265730339467289,73,0.8327795699004104,0.942026187413973,
97,6,5,first,0.8639323374532557,0.3265730339467289,94,0.8666241949745729,1.0050094182863338,
97,6,5,last,0.8639323374532557,0.3265730339467289,93,0.8545987226193327,0.982630588559616,
97,6,6,first,0.8639323374532557,0.3265730339467289,110,0.8612002093351467,0.9949156400563264,
97,6,6,last,0.8639323374532557,0.3265730339467289,110,0.8612002093351467,0.9949156400563264,
98,5,1,first,0.8670939832591201,0.45631356820143787,25,0.45844289550908646,0.005183614480134319,
98,5,1,last,0.8670939832591201,0.45631356820143787,27,0.765189827332153,0.751925476017016,
98,5,2,first,0.8670939832591201,0.45631356820143787,28,0.4687220577456747,0.030207110878191286,
98,5,2,last,0.8670939832591201,0.45631356820143787,42,0.8501819341375162,0.958829465812704,
98,5,3,first,0.8670939832591201,0.45631356820143787,57,0.6742280946687027,0.5304890848719382,
98,5,3,last,0.8670939832591201,0.45631356820143787,71,0.8592873377531363,0.9809955752031468,
98,5,4,first,0.8670939832591201,0.45631356820143787,72,0.8597787077515255,0.9821917617309789,
98,5,4,last,0.8670939832591201,0.45631356820143787,74,0.861804109099127,0.9871223798260919,
98,5,5,first,0.8670939832591201,0.45631356820143787,99,0.8680278485139634,1.0022733928410685,
98,5,5,last,0.8670939832591201,0.45631356820143787,99,0.8680278485139634,1.0022733928410685,
99,3,1,first,0.9029124553877792,0.40566437437271907,19,0.4729085087187925,0.13523256682822027,
99,3,1,last,0.9029124553877792,0.40566437437271907,43,0.8141034215969731,0.8213989411291136,
99,3,2,first,0.9029124553877792,0.40566437437271907,69,0.8060639428750522,0.805230997945684,
99,3,2,last,0.9029124553877792,0.40566437437271907,93,0.8935585795228903,0.9811887140000736,
99,3,3,first,0.9029124553877792,0.40566437437271907,112,0.8995947460318777,0.9933278589046963,
99,3,3,last,0.9029124553877792,0.40566437437271907,112,0.8995947460318777,0.9933278589046963,
100,3,1,first,0.8851544892279158,0.24366702213233266,18,0.3224162917165305,0.12276041797160166,
100,3,1,last,0.8851544892279158,0.24366702213233266,45,0.8448775964033263,0.9372132818012043,
100,3,2,first,0.8851544892279158,0.24366702213233266,59,0.8158277243875901,0.8919281071004995,
100,3,2,last,0.8851544892279158,0.24366702213233266,86,0.8865294050804294,1.0021433245745839,
100,3,3,first,0.8851544892279158,0.24366702213233266,104,0.8852030506326465,1.000075701252513,
100,3,3,last,0.8851544892279158,0.24366702213233266,104,0.8852030506326465,1.000075701252513,
101,3,1,first,0.9157015132497454,0.43003182087925634,18,0.5738907340248847,0.296207310041259,
101,3,1,last,0.9157015132497454,0.43003182087925634,45,0.8954021818801476,0.9582034216083788,
101,3,2,first,0.9157015132497454,0.43003182087925634,61,0.854880751896167,0.8747692880387072,
101,3,2,last,0.9157015132497454,0.43003182087925634,88,0.9034087911110513,0.974689130633837,
101,3,3,first,0.9157015132497454,0.43003182087925634,106,0.9164935936984292,1.001630903597912,
101,3,3,last,0.9157015132497454,0.43003182087925634,106,0.9164935936984292,1.001630903597912,
102,4,1,first,0.9017038694486287,0.30909091294416347,20,0.40522195413966966,0.16221555762556444,
102,4,1,last,0.9017038694486287,0.30909091294416347,43,0.8710213518460096,0.9482250307458677,
102,4,2,first,0.9017038694486287,0.30909091294416347,41,0.4319167666953442,0.20726150584973793,
102,4,2,last,0.9017038694486287,0.30909091294416347,69,0.860357011491253,0.930229574794887,
102,4,3,first,0.9017038694486287,0.30909091294416347,67,0.8027794587551342,0.8330707933268937,
102,4,3,last,0.9017038694486287,0.30909091294416347,90,0.8983292554589021,0.9943055345775229,
102,4,4,first,0.9017038694486287,0.30909091294416347,110,0.903826109888618,1.0035811576792169,
102,4,4,last,0.9017038694486287,0.30909091294416347,110,0.903826109888618,1.0035811576792169,
103,4,1,first,0.8927301864260383,0.1939235189586074,22,0.4054486593401392,0.30269479418123935,
103,4,1,last,0.8927301864260383,0.1939235189586074,46,0.7779750658445294,0.8357841647427365,
103,4,2,first,0.8927301864260383,0.1939235189586074,35,0.4463100469391123,0.36116788767226204,
103,4,2,last,0.8927301864260383,0.1939235189586074,71,0.8198832189817642,0.8957551911914617,
103,4,3,first,0.8927301864260383,0.1939235189586074,60,0.5206769296963405,0.46758771195176385,
103,4,3,last,0.8927301864260383,0.1939235189586074,84,0.8513663409700547,0.9408078838087053,
103,4,4,first,0.8927301864260383,0.1939235189586074,106,0.8924153500742098,0.9995494657299572,
103,4,4,last,0.8927301864260383,0.1939235189586074,106,0.8924153500742098,0.9995494657299572,
104,3,1,first,0.8688086894865119,0.3409714243517994,21,0.4720041819764163,0.2482446130270383,
104,3,1,last,0.8688086894865119,0.3409714243517994,44,0.8620430191904156,0.9871822799506783,
104,3,2,first,0.8688086894865119,0.3409714243517994,62,0.8101047065135537,0.8887839361664319,
104,3,2,last,0.8688086894865119,0.3409714243517994,85,0.8613619667172833,0.9858920101684595,
104,3,3,first,0.8688086894865119,0.3409714243517994,106,0.8697055492897684,1.0016991217985103,
104,3,3,last,0.8688086894865119,0.3409714243517994,106,0.8697055492897684,1.0016991217985103,
105,3,1,first,0.9197639529033973,0.28907532199726954,19,0.4551205227503261,0.2632760329205473,
105,3,1,last,0.9197639529033973,0.28907532199726954,37,0.8702837922461902,0.9215458179639016,
105,3,2,first,0.9197639529033973,0.28907532199726954,63,0.7867194794882441,0.7890488794383299,
105,3,2,last,0.9197639529033973,0.28907532199726954,81,0.9065617323506375,0.979066975515649,
105,3,3,first,0.9197639529033973,0.28907532199726954,100,0.9216806038059261,1.0030389812160956,
105,3,3,last,0.9197639529033973,0.28907532199726954,100,0.9216806038059261,1.0030389812160956,
106,3,1,first,0.9022210723336441,0.3811671061919525,21,0.5860527706849845,0.39321390452158445,
106,3,1,last,0.9022210723336441,0.3811671061919525,51,0.8714999712915094,0.9410404621432615,
106,3,2,first,0.9022210723336441,0.3811671061919525,61,0.8752525144748071,0.9482422942511421,
106,3,2,last,0.9022210723336441,0.3811671061919525,91,0.9044369816693156,1.0042527443982048,
106,3,3,first,0.9022210723336441,0.3811671061919525,112,0.9032956435608321,1.0020623031336755,
106,3,3,last,0.9022210723336441,0.3811671061919525,112,0.9032956435608321,1.0020623031336755,
107,3,1,first,0.9074540899319065,0.3773480534891382,19,0.4291290275961328,0.0976804083471044,
107,3,1,last,0.9074540899319065,0.3773480534891382,36,0.8453941669506446,0.8829292278999316,
107,3,2,first,0.9074540899319065,0.3773480534891382,60,0.4611706123981286,0.15812413582662557,
107,3,2,last,0.9074540899319065,0.3773480534891382,77,0.9015088201229848,0.988784753614924,
107,3,3,first,0.9074540899319065,0.3773480534891382,96,0.9079263357459085,1.0008908516061636,
107,3,3,last,0.9074540899319065,0.3773480534891382,96,0.9079263357459085,1.0008908516061636,
108,3,1,first,0.879589613575141,0.30630022940242885,21,0.39541932573255456,0.1554522005648673,
108,3,1,last,0.879589613575141,0.30630022940242885,39,0.8574602527566346,0.961399318687123,
108,3,2,first,0.879589613575141,0.30630022940242885,65,0.716911917472814,0.7162380804642323,
108,3,2,last,0.879589613575141,0.30630022940242885,83,0.879711321270228,1.0002122971372698,
108,3,3,first,0.879589613575141,0.30630022940242885,104,0.879490881323028,0.9998277793818641,
108,3,3,last,0.879589613575141,0.30630022940242885,104,0.879490881323028,0.9998277793818641,
109,3,1,first,0.8641835947990718,0.2043951121030827,20,0.3954639583218236,0.2895910602107005,
109,3,1,last,0.8641835947990718,0.2043951121030827,45,0.8520390934275278,0.9815933413661302,
109,3,2,first,0.8641835947990718,0.2043951121030827,66,0.8334025365934642,0.95334708165891,
109,3,2,last,0.8641835947990718,0.2043951121030827,91,0.8624042093062423,0.9973030970689899,
109,3,3,first,0.8641835947990718,0.2043951121030827,111,0.8640767453172878,0.9998380549455071,
109,3,3,last,0.8641835947990718,0.2043951121030827,111,0.8640767453172878,0.9998380549455071,
110,3,1,first,0.8688460975130029,0.28512936540200834,21,0.4312738395023592,0.25036882799611315,
110,3,1,last,0.8688460975130029,0.28512936540200834,43,0.730752059147092,0.7634228543243948,
110,3,2,first,0.8688460975130029,0.28512936540200834,52,0.6137124961519089,0.5629153880197836,
110,3,2,last,0.8688460975130029,0.28512936540200834,74,0.8635803479127522,0.9909789298291872,
110,3,3,first,0.8688460975130029,0.28512936540200834,95,0.8719180873285054,1.0052628092472058,
110,3,3,last,0.8688460975130029,0.28512936540200834,95,0.8719180873285054,1.0052628092472058,
111,3,1,first,0.8324446589130039,0.35928336655228926,18,0.508748394719892,0.31588600035705794,
111,3,1,last,0.8324446589130039,0.35928336655228926,37,0.8047252874962533,0.9414166546074552,
111,3,2,first,0.8324446589130039,0.35928336655228926,53,0.5875376196615435,0.48240263266346084,
111,3,2,last,0.8324446589130039,0.35928336655228926,72,0.8345677825275366,1.0044871033383562,
111,3,3,first,0.8324446589130039,0.35928336655228926,90,0.8260071033132789,0.986394585305982,
111,3,3,last,0.8324446589130039,0.35928336655228926,90,0.8260071033132789,0.986394585305982,
112,3,1,first,0.9158290738245534,0.4269652333327536,20,0.6550690531799302,0.4665999015548029,
112,3,1,last,0.9158290738245534,0.4269652333327536,39,0.8547331534055406,0.8750246687144012,
112,3,2,first,0.9158290738245534,0.4269652333327536,64,0.6848000283218972,0.5274163757535439,
112,3,2,last,0.9158290738245534,0.4269652333327536,83,0.9063523412551141,0.9806147810811583,
112,3,3,first,0.9158290738245534,0.4269652333327536,103,0.9166465926970538,1.0016722833737879,
112,3,3,last,0.9158290738245534,0.4269652333327536,103,0.9166465926970538,1.0016722833737879,
113,4,1,first,0.9019248050295584,0.4299521137526375,18,0.46761196372358294,0.07979243432296226,
113,4,1,last,0.9019248050295584,0.4299521137526375,19,0.8842139219508133,0.9624747715152154,
113,4,2,first,0.9019248050295584,0.4299521137526375,50,0.7855290910981984,0.7533846426231744,
113,4,2,last,0.9019248050295584,0.4299521137526375,42,0.8769556132829122,0.9470961091433232,
113,4,3,first,0.9019248050295584,0.4299521137526375,73,0.8810340502746379,0.9557373654429017,
113,4,3,last,0.9019248050295584,0.4299521137526375,74,0.9199665599664227,1.0382262687446013,
113,4,4,first,0.9019248050295584,0.4299521137526375,92,0.8997902925747989,0.9954774661877479,
113,4,4,last,0.9019248050295584,0.4299521137526375,92,0.8997902925747989,0.9954774661877479,
114,3,1,first,0.9010468338847171,0.2493185584521854,20,0.4954955309277165,0.37772946449523176,
114,3,1,last,0.9010468338847171,0.2493185584521854,40,0.8608019715323392,0.9382490159328002,
114,3,2,first,0.9010468338847171,0.2493185584521854,64,0.571799020581578,0.494808149785081,
114,3,2,last,0.9010468338847171,0.2493185584521854,84,0.8905212379123824,0.983849717176458,
114,3,3,first,0.9010468338847171,0.2493185584521854,104,0.8948713497300185,0.9905244495482414,
114,3,3,last,0.9010468338847171,0.2493185584521854,104,0.8948713497300185,0.9905244495482414,
115,3,1,first,0.9051700277289001,0.3371410551229172,18,0.5016144511706818,0.2895510686597543,
115,3,1,last,0.9051700277289001,0.3371410551229172,47,0.8365609989341742,0.8792156173302855,
115,3,2,first,0.9051700277289001,0.3371410551229172,56,0.8724770078442415,0.9424448021820602,
115,3,2,last,0.9051700277289001,0.3371410551229172,85,0.898155249449404,0.9876506681563901,
115,3,3,first,0.9051700277289001,0.3371410551229172,103,0.9043561917886016,0.998567263327142,
115,3,3,last,0.9051700277289001,0.3371410551229172,103,0.9043561917886016,0.998567263327142,
116,3,1,first,0.9133378872134441,0.3315977846432798,22,0.4915593473503375,0.27497083663364014,
116,3,1,last,0.9133378872134441,0.3315977846432798,41,0.8954499769155915,0.9692510277032257,
116,3,2,first,0.9133378872134441,0.3315977846432798,55,0.8215440424321588,0.8422081538203499,
116,3,2,last,0.9133378872134441,0.3315977846432798,74,0.9113746059725025,0.9966251574676257,
116,3,3,first,0.9133378872134441,0.3315977846432798,96,0.9139787734495802,1.0011016710611915,
116,3,3,last,0.9133378872134441,0.3315977846432798,96,0.9139787734495802,1.0011016710611915,
117,3,1,first,0.8959252553986603,0.4278951415879727,18,0.5357803738888873,0.230509168357814,
117,3,1,last,0.8959252553986603,0.4278951415879727,38,0.8245918086030926,0.847587912207672,
117,3,2,first,0.8959252553986603,0.4278951415879727,54,0.8246653855811836,0.8477451178573087,
117,3,2,last,0.8959252553986603,0.4278951415879727,74,0.8651250070582251,0.9341917380280076,
117,3,3,first,0.8959252553986603,0.4278951415879727,92,0.897727195900486,1.0038500524830642,
117,3,3,last,0.8959252553986603,0.4278951415879727,92,0.897727195900486,1.0038500524830642,
118,3,1,first,0.8628375938735265,0.3531728903025998,24,0.40303795700755424,0.09783896423585677,
118,3,1,last,0.8628375938735265,0.3531728903025998,43,0.8360167381470417,0.9473754891430256,
118,3,2,first,0.8628375938735265,0.3531728903025998,60,0.6367191989687244,0.5563389159176202,
118,3,2,last,0.8628375938735265,0.3531728903025998,79,0.8482177215259209,0.9713147246706068,
118,3,3,first,0.8628375938735265,0.3531728903025998,103,0.8614316915568416,0.9972415152416195,
118,3,3,last,0.8628375938735265,0.3531728903025998,103,0.8614316915568416,0.9972415152416195,
119,3,1,first,0.8769603088237321,0.3341580931873554,19,0.45445033546041447,0.2216133958333782,
119,3,1,last,0.8769603088237321,0.3341580931873554,40,0.8642572706162142,0.9765972985341907,
119,3,2,first,0.8769603088237321,0.3341580931873554,56,0.8502438037350403,0.9507804052395591,
119,3,2,last,0.8769603088237321,0.3341580931873554,77,0.8766104486005767,0.9993554554254254,
119,3,3,first,0.8769603088237321,0.3341580931873554,96,0.8745600852710087,0.9955780881441145,
119,3,3,last,0.8769603088237321,0.3341580931873554,96,0.8745600852710087,0.9955780881441145,
120,3,1,first,0.8793253036354206,0.2128084718590695,24,0.3714577864915403,0.23802746917831086,
120,3,1,last,0.8793253036354206,0.2128084718590695,40,0.8282346352659814,0.9233467694532542,
120,3,2,first,0.8793253036354206,0.2128084718590695,62,0.5558078033440069,0.514614658073677,
120,3,2,last,0.8793253036354206,0.2128084718590695,78,0.8540927022008258,0.9621425893066394,
120,3,3,first,0.8793253036354206,0.2128084718590695,102,0.8734207301745668,0.9911411487612137,
120,3,3,last,0.8793253036354206,0.2128084718590695,102,0.8734207301745668,0.9911411487612137,
121,3,1,first,0.9021923295943186,0.36527544764193753,24,0.48561083620896744,0.22412293710984935,
121,3,1,last,0.9021923295943186,0.36527544764193753,48,0.8703879273749027,0.9407647565415225,
121,3,2,first,0.9021923295943186,0.36527544764193753,60,0.5828727302803857,0.40527182130538175,
121,3,2,last,0.9021923295943186,0.36527544764193753,84,0.8973849800463443,0.9910463803438374,
121,3,3,first,0.9021923295943186,0.36527544764193753,108,0.9012901289094641,0.9983196641506711,
121,3,3,last,0.9021923295943186,0.36527544764193753,108,0.9012901289094641,0.9983196641506711,
122,3,1,first,0.8471802088303045,0.27360541638008984,19,0.3827178185535116,0.19023221314749905,
122,3,1,last,0.8471802088303045,0.27360541638008984,35,0.7978004400582844,0.913908753623781,
122,3,2,first,0.8471802088303045,0.27360541638008984,58,0.7647962361737133,0.8563675152029244,
122,3,2,last,0.8471802088303045,0.27360541638008984,74,0.8427281351084998,0.9922380240896113,
122,3,3,first,0.8471802088303045,0.27360541638008984,93,0.8460667905451095,0.9980588088949329,
122,3,3,last,0.8471802088303045,0.27360541638008984,93,0.8460667905451095,0.9980588088949329,
123,3,1,first,0.9114355866431232,0.39142888325035097,20,0.454063616676949,0.1204498576997933,
123,3,1,last,0.9114355866431232,0.39142888325035097,44,0.8881532865760043,0.9552269232007703,
123,3,2,first,0.9114355866431232,0.39142888325035097,58,0.8392284778425326,0.8611419654218362,
123,3,2,last,0.9114355866431232,0.39142888325035097,82,0.9145555590404336,1.0059998695727463,
123,3,3,first,0.9114355866431232,0.39142888325035097,102,0.9129546861654972,1.00292130757635,
123,3,3,last,0.9114355866431232,0.39142888325035097,102,0.9129546861654972,1.00292130757635,
124,4,1,first,0.8840491072969107,0.3594247076414759,16,0.5614762118975289,0.3851355453325415,
124,4,1,last,0.8840491072969107,0.3594247076414759,47,0.8396645857459418,0.9153975271067837,
124,4,2,first,0.8840491072969107,0.3594247076414759,40,0.6789893445234435,0.6091303360877854,
124,4,2,last,0.8840491072969107,0.3594247076414759,74,0.8783701127474314,0.9891751230914743,
124,4,3,first,0.8840491072969107,0.3594247076414759,67,0.7793267956190708,0.8003861205338146,
124,4,3,last,0.8840491072969107,0.3594247076414759,98,0.8934715145616399,1.0179602917266484,
124,4,4,first,0.8840491072969107,0.3594247076414759,114,0.8844733181372582,1.000808599143742,
124,4,4,last,0.8840491072969107,0.3594247076414759,114,0.8844733181372582,1.000808599143742,
125,3,1,first,0.8533871672516117,0.26713029683675843,18,0.3090331135772168,0.0714751823902834,
125,3,1,last,0.8533871672516117,0.26713029683675843,31,0.7732858844789818,0.8633682830600388,
125,3,2,first,0.8533871672516117,0.26713029683675843,48,0.5327000787989434,0.45299218715212625,
125,3,2,last,0.8533871672516117,0.26713029683675843,61,0.7668736270057558,0.8524306586213033,
125,3,3,first,0.8533871672516117,0.26713029683675843,79,0.8497863383770485,0.9938579331752394,
125,3,3,last,0.8533871672516117,0.26713029683675843,79,0.8497863383770485,0.9938579331752394,
126,3,1,first,0.87194837729231,0.18191707081621716,16,0.3246803372503092,0.2068938975583107,
126,3,1,last,0.87194837729231,0.18191707081621716,47,0.8583976532649816,0.9803621605278604,
126,3,2,first,0.87194837729231,0.18191707081621716,52,0.813341990612998,0.9150670612633391,
126,3,2,last,0.87194837729231,0.18191707081621716,83,0.8517924727307625,0.9707898694271118,
126,3,3,first,0.87194837729231,0.18191707081621716,99,0.8746681725629842,1.0039415534413416,
