stim_idx,doc_idx,pos,split,cos_own,cos_shuffled_doc,shuffled_doc_stim_idx,cos_shuffled_samedoc,cos_L19,cos_L21,cos_empty,n_tokens,act_norm,parse_ok,cjk,error
170,282,47,eval,0.906095090841974,0.3958657673583281,56,0.36578087643387136,0.8309605440668827,0.8738820514789974,0.40388665487814024,144,105.89189910888672,True,False,False
171,21,150,eval,0.8652746646088209,0.4554576028202039,146,0.4870639184370106,0.8337827122896576,0.8367363078064576,0.2639211247862556,144,111.26226806640625,True,False,False
172,448,150,eval,0.9240371641915289,0.40714556492180665,149,0.3338435844443479,0.8526434558056308,0.874743037134806,0.42129322559934007,144,109.39692687988281,True,False,False
173,474,151,eval,0.9019273420170179,0.2548151621298077,142,0.3868548221783575,0.8261664616518709,0.8568837970445663,0.35611839963888214,144,116.94354248046875,True,False,False
174,155,277,eval,0.8163772489571718,0.3501843621212973,184,0.37601445956368595,0.7803827642357805,0.778221485298688,0.17523215255379815,145,113.04022979736328,True,False,False
175,125,296,eval,0.8492495845878457,0.28119795802085734,186,0.09552339340247881,0.8017318483292795,0.7620595311404621,0.5449742630355391,146,86.83792114257812,True,False,False
176,429,493,eval,0.8908611083702643,0.3793564581524037,36,0.29159322812538213,0.8442084882188924,0.832869486860932,0.3270504341078523,146,116.9784164428711,True,False,False
177,273,327,eval,0.9284301856371583,0.32628993550125784,22,0.49052687782740106,0.8789001763518519,0.8649090333147986,0.29324182697155227,142,122.28251647949219,True,False,False
178,61,510,eval,0.8345001342402306,0.2921048300799061,26,0.31887708313555857,0.793718726711182,0.7893629245377803,0.2908108786727368,146,111.54690551757812,True,False,False
179,382,295,eval,0.8712666771788659,0.3671615273473586,145,0.4673558259423119,0.8533813948191761,0.8238623670005762,0.2790732316702873,146,121.43421936035156,True,False,False
180,122,53,eval,0.8138537163815842,0.23941475955753455,194,0.5436463659099416,0.7447481423733147,0.7878280553146464,0.2112337463615996,146,108.1277847290039,True,False,False
181,535,39,eval,0.9028918830772029,0.3168515169074659,185,0.3228909013713255,0.8594845987727929,0.8609425316177975,0.3576349821072844,141,127.29190826416016,True,False,False
182,362,423,eval,0.8931599333133075,0.34296537391525367,133,0.3527407265439335,0.8373316884218089,0.8267822207173362,0.30924396584973113,144,119.89396667480469,True,False,False
183,81,353,eval,0.9427064972307378,0.4318596510263312,193,0.5688644969664925,0.9045038939636146,0.8935221903570041,0.4287703019096302,143,108.62506103515625,True,True,False
184,140,459,eval,0.8872834227206049,0.29650964314797573,174,0.26505545583421963,0.8450186690913332,0.839392644637225,0.2135047391653818,147,113.21903991699219,True,False,False
185,226,302,eval,0.8713721687769267,0.27973758398445137,2,0.657110093020454,0.8137385356925894,0.8444099854524443,0.43764918811277986,144,108.66349029541016,True,False,False
186,461,368,eval,0.8894164536086431,0.33388739528848216,23,0.339704036448834,0.8477267873780244,0.8688253543253233,0.3242543271572232,146,124.03287506103516,True,False,False
187,70,385,eval,0.9419940667536388,0.3315054166775086,172,0.4786265672609186,0.8720790816683062,0.8761235865994491,0.410797836986397,144,115.60584259033203,True,False,False
188,451,403,eval,0.7689345928145156,0.34661662416214206,16,0.2734302444496909,0.7152365835063484,0.74964686530071,0.4540795953428253,143,103.39204406738281,True,False,False
189,230,388,eval,0.8944654821075234,0.3184976759298252,196,0.28559823738373036,0.8457007115530094,0.8602406142173978,0.31498661293878677,145,112.33624267578125,True,False,False
190,504,168,eval,0.9288441812885642,0.19636289521720404,165,0.30865982051662944,0.8863064654445095,0.8493672248617802,0.26699216598082864,144,126.6823959350586,True,False,False
191,45,276,eval,0.8108748146967543,0.306662669529318,72,0.3090905177153008,0.7544825097078318,0.7632391055595432,0.24974801780867387,146,114.14299011230469,True,False,False
192,357,33,eval,0.9396834343563953,0.17608483739540337,29,0.2922924660511545,0.8813562812649204,0.9013049366929118,0.41475017148938864,144,125.16253662109375,True,False,False
193,2,237,eval,0.8979559908642112,0.22813304401204318,103,0.475536039524633,0.8622833672867677,0.867591925263957,0.31339235574005336,144,122.38057708740234,True,False,False
194,92,285,eval,0.7998918292842319,0.26195480298704216,73,0.37036341432438014,0.7643652251068385,0.7557240929536142,0.3278236029264171,148,113.66902923583984,True,False,False
195,422,383,eval,0.8510677382603385,0.28142046079778005,177,0.3265099663627454,0.7484937426278281,0.7820761587190879,0.2581490560191835,144,96.65884399414062,True,False,False
196,189,278,eval,0.8834351287941226,0.13540652369190703,76,0.440973582492399,0.8269013202722465,0.8405338285600953,0.31630870094016783,146,116.04150390625,True,False,False
197,569,495,eval,0.9311390985379839,0.24179624303427888,164,0.5476178247953691,0.8921230030180483,0.9021917586506726,0.408816770807808,145,129.8829345703125,True,False,False
198,170,412,eval,0.8918385403594774,0.31790914697590406,45,0.336380599955106,0.8292786605364919,0.8681801028065115,0.3667922489079138,142,115.9244155883789,True,False,False
199,269,195,eval,0.9201978505110014,0.34389839801429506,95,0.1732681803687823,0.8850154277658836,0.8703340843081958,0.334804731984811,145,114.81585693359375,True,False,False
