row,stim_idx,claim_idx,n_claims,split,has_det,n_tok_claim,n_tok_corrupt,n_tok_paraphrase,d_corr_T_last,d_para_T_last,d_det_T_last,d_corr_T_mean,d_para_T_mean,d_det_T_mean,d_corr_AR,d_para_AR,d_det_AR,S_T_last,S_det_T_last,ratio_T_last,S_T_mean,S_det_T_mean,ratio_T_mean,S_AR,S_det_AR,ratio_AR,claim,corrupt,paraphrase,corrupt_det
217,63,2,3,eval,False,60,60,62,0.0013443913199898683,0.12039262979850496,,0.0002399399329552354,0.0008658137514473419,,0.0015916888017977193,0.002450856834653292,,-0.11904823847851509,,0.011166724426901446,-0.0006258738184921064,,0.2771264981113301,-0.0008591680328555729,,0.6494417704422486,"Final token ""and"" is a conjunction mid-list (""also recorded record profits for the company in sales figures and sales growth and achieved record sales figures and""), expecting a noun phrase like ""its market position was cemented"" or ""reached a record market share"" or ""had a significant revenue.""","Final token ""and"" is a conjunction mid-list (""also recorded record losses for the company in sales figures and sales growth and achieved record sales figures and""), expecting a noun phrase like ""its market position was cemented"" or ""reached a record market share"" or ""had a significant revenue.""","Final token ""and"" serves as a conjunction mid-list (""also recorded record profits for the company in sales figures and sales growth and achieved record sales figures and""), anticipating a noun phrase such as ""its market position was cemented"" or ""reached a record market share"" or ""had a significant revenue.""",
218,64,0,3,eval,True,25,25,28,0.003215710135607841,0.027672509359460418,0.017453755879907717,4.175708395737221e-05,0.0007323196866163562,0.00018464732458034483,0.0021807620373806014,0.028892832654813794,0.018276862387616832,-0.024456799223852577,-0.0102187534795527,0.11620594626372344,-0.000690562602658984,-0.0005476723620360113,0.057020294170034645,-0.026712070617433192,-0.010615970267196961,0.07547761285417848,"British historical biography article detailing parliamentary politics of Charles I, systematically describing parliamentary opposition and constitutional crisis with numbered sections and chronological narrative.","British historical biography article detailing parliamentary politics of Charles II, systematically describing parliamentary opposition and constitutional crisis with numbered sections and chronological narrative.","Article on British historical biography focusing on Charles I's parliamentary politics, systematically outlining parliamentary opposition and constitutional crisis through numbered sections and a chronological narrative.","British historical biography article detailing parliamentary politics of War I, systematically describing parliamentary opposition and constitutional crisis with numbered sections and chronological narrative."
219,64,1,3,eval,True,48,48,53,0.0007010656873336352,0.10960665520288371,0.0028613424179542157,1.806339071397378e-05,0.0009862527333620585,1.01384122929149e-05,0.0018292384147649,0.1313336937255919,0.002425726005241935,-0.10890558951555007,-0.10674531278492949,0.0063961963444277275,-0.0009681893426480848,-0.0009761143210691436,0.018315174298576688,-0.129504455310827,-0.12890796772034996,0.013928173059587462,"The paragraph structure ""The failure of the Christmas Parliament meant that the Commons were still determined to meet again"" introduces a second meeting event sequence, with a second Parliament meeting described mid-sentence about January 1640's crisis context.","The paragraph structure ""The failure of the Christmas Parliament meant that the Commons were still determined to meet again"" introduces a second meeting event sequence, with a second Parliament meeting described mid-sentence about July 1640's crisis context.","The paragraph structure indicating ""The failure of the Christmas Parliament left the Commons resolute in their intent to convene once more"" outlines a subsequent meeting sequence, with a second Parliament gathering mentioned mid-sentence within the context of the January 1640 crisis.","The paragraph structure ""The failure of the Christmas Parliament meant that the Commons were still determined to meet again"" introduces a second meeting event sequence, with a second Parliament meeting described mid-sentence about January 1647's crisis context."
220,64,2,3,eval,True,62,68,66,0.18025608577154117,0.081244928920849,0.0001057454623726306,0.0003111510005366913,0.0016293237022229068,5.1962073515099405e-06,0.0019163601133599384,0.008224848407131669,5.173180524387089e-05,0.09901115685069217,-0.08113918345847637,2.2186749150479472,-0.0013181727016862155,-0.0016241274948713968,0.1909694188528554,-0.00630848829377173,-0.008173116601887798,0.23299640534387056,"Final token ""met"" ends an incomplete clause (""A Parliament meeting met""), part of a chronological list of parliamentary gatherings (""When a conference failed, a Parliament meeting""), expecting continuation like ""in Westminster on 22 November"" or ""again in January to discuss the crisis"" or ""at Oxford to draft.""","Final token ""met"" ends an incomplete clause (""A Parliament meeting met""), part of a chronological list of parliamentary gatherings (""When a conference failed, a Parliament meeting""), expecting continuation like ""in Westminster on 22 November"" or ""again in January to discuss the crisis"" or ""at Oxford to draft."" but actually ended the meeting.","The final token ""met"" concludes an unfinished clause (""A Parliament meeting met""), which is part of a chronological series of parliamentary meetings (""When a conference failed, a Parliament meeting""), anticipating further details such as ""in Westminster on 22 November,"" ""again in January to address the crisis,"" or ""at Oxford to draft.""","Final token ""met"" ends an incomplete clause (""A Parliament meeting met""), part of a chronological list of parliamentary gatherings (""When a conference failed, a Parliament meeting""), expecting continuation like ""in Westminster on 29 November"" or ""again in January to discuss the crisis"" or ""at Oxford to draft."""
221,65,0,3,eval,False,24,30,25,0.35815878288783887,0.053484051121209575,,0.00045894071160568206,0.0008517008842675589,,0.02712504602933441,0.023983504930029764,,0.3046747317666293,,6.69655299812934,-0.0003927601726618768,,0.5388519844033736,0.0031415410993046455,,1.130987572853504,"Wiki article format with song lyrics and historical context detailing Destiny's Child's music career, listing album details and chart performances.","Wiki article format with song lyrics and historical context detailing Destiny's Child's music career, listing album details and chart performances. But all data is fake.","A wiki article format featuring song lyrics and historical context about Destiny's Child's music career, including album details and chart performances.",
222,65,1,3,eval,True,53,53,53,0.022870860878123622,0.053104475558012565,0.006013044213239338,8.831578102164173e-06,0.0009148128510112485,0.000624833448859996,0.005159862257263725,0.05776170182196838,0.018688303882716584,-0.030233614679888943,-0.04709143134477323,0.43067671110204186,-0.0009059812729090844,-0.0002899794021512525,0.009653972495469,-0.052601839564704655,-0.0390733979392518,0.08933016331768269,"The sentence structure ""After the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or reunion.","The sentence structure ""After the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or breakup.","The sentence structure indicating ""Following the group's tours, Destiny's Child's individual albums saw release, and the group performed tracks from The Destiny's Child album"" implies a concluding note on their career, hinting at a final connection to their fan base or reunion.","The sentence structure ""Marshall the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or reunion."
223,65,2,3,eval,True,58,61,65,0.003445698133487607,0.07220278940037816,0.00921214157632877,0.00012438864576425068,0.001194575912694562,0.00042455985162093146,0.0015822698119479783,0.03716068218793145,0.031537164780066074,-0.06875709126689056,-0.0629906478240494,0.047722507151081894,-0.0010701872669303114,-0.0007700160610736306,0.10412787035331364,-0.03557841237598347,-0.005623517407865375,0.04257913791641443,"Final token ""Destiny"" is mid-phrase (""of Destiny""), part of a third clause (""both sides of Destiny's Child's career...and a concert for Destiny""), strongly expecting ""Child's Fan Club"" or ""Child's Own Dreams"" or ""s Child's collective retirement.""","Final token ""Destiny"" is mid-phrase (""of Destiny""), part of a third clause (""both sides of Destiny's Child's career...and a concert for Destiny's Foe""), strongly expecting ""Child's Fan Club"" or ""Child's Own Dreams"" or ""s Child's collective retirement.""","Final token ""Destiny"" is in the middle of a phrase (""of Destiny""), belonging to a third clause (""both sides of Destiny's Child's career...and a concert for Destiny""), and anticipation leans towards ""Child's Fan Club"" or ""Child's Own Dreams"" or ""the collective retirement of s Child's.""","Final token ""King"" is mid-phrase (""of Destiny""), part of a third clause (""both sides of Destiny's Child's career...and a concert for Destiny""), strongly expecting ""Child's Fan Club"" or ""Child's Own Dreams"" or ""s Child's collective retirement."""
224,66,0,4,eval,True,26,26,22,0.0016031475432169984,0.06301233329544531,0.00595703433797512,3.909586055150793e-05,0.0012261554465834434,9.5998165944855e-05,0.02263906848563546,0.05826954795433936,0.03299090891401246,-0.06140918575222831,-0.05705529895747019,0.02544180574460457,-0.0011870595860319355,-0.0011301572806385884,0.03188491366281865,-0.0356304794687039,-0.0252786390403269,0.3885231528374937,"Wiki article format with scholarly/encyclopedic tone describing Japanese folk costume imagery, listing historical influences and cultural elements with citations.","Wiki article format with scholarly/encyclopedic tone describing French folk costume imagery, listing historical influences and cultural elements with citations.","A scholarly/wiki article format detailing Japanese folk costume imagery, historical influences, and cultural elements, supported by citations.","Wiki article format with scholarly/encyclopedic tone describing City folk costume imagery, listing historical influences and cultural elements with citations."
225,66,1,4,eval,True,53,53,50,0.0001994728169406601,0.041471737022362176,0.0012457280904225598,6.619703415733369e-05,0.0008198832644875642,8.472993152341957e-05,0.004621780641754114,0.052889836194513595,0.0027348894063100593,-0.041272264205421516,-0.040226008931939616,0.004809849581007455,-0.0007536862303302305,-0.0007351533329641446,0.08073958455379321,-0.04826805555275948,-0.050154946788203536,0.08738504359810333,"The sentence structure ""While the Chinese origin of the deity is noted as combining both elements, scholars say the concept developed in Japan by the 18th century, but"" introduces a contrasting claim about historical attribution, with a parenthetical clause mid-sentence.","The sentence structure ""While the Chinese origin of the deity is noted as combining both elements, scholars say the concept developed in Italy by the 18th century, but"" introduces a contrasting claim about historical attribution, with a parenthetical clause mid-sentence.","The sentence structure ""While the deity's Chinese origins are acknowledged for blending various elements, scholars assert that the idea evolved in Japan by the 18th century, but"" presents a contrary view on historical attribution, featuring a mid-sentence parenthesis.","The sentence structure ""While the Chinese origin of the deity is noted as combining both elements, scholars say the concept developed in Japan by the 25th century, but"" introduces a contrasting claim about historical attribution, with a parenthetical clause mid-sentence."
226,66,2,4,eval,True,27,27,30,0.0009240102794378924,0.3391977891897756,0.007415408036292814,1.058495113182012e-05,0.0005464765854698017,0.0001267987332520537,0.0008923804355326359,0.03787989041145523,0.03226573416169809,-0.3382737789103377,-0.3317823811534828,0.0027241046636684407,-0.0005358916343379816,-0.000419677852217748,0.019369450427085214,-0.036987509975922594,-0.005614156249757141,0.023558157794003855,"Final token ""but"" ends an incomplete clause (""although he states that the idea came from China to Japan, and some scholars claim...","Final token ""but"" ends an incomplete clause (""although he states that the idea came from Japan to China, and some scholars claim...","Final token ""but"" concludes an unfinished clause (""although he asserts that the notion originated in China and was passed to Japan, and certain academics argue...)","Final token ""but"" ends an incomplete clause (""although he states that the idea came from Social to Japan, and some scholars claim..."
227,66,3,4,eval,False,30,29,30,0.004949309301984006,0.09123185012767743,,9.050510914609955e-05,0.0010448025889702173,,0.008785208308319414,0.09841874444374576,,-0.08628254082569342,,0.0542497964806976,-0.0009542974798241177,,0.08662412411832132,-0.08963353613542635,,0.08926356821530951,"but""), expecting continuation like ""the specific details were not adopted"" or ""the other aspects were added later"" or ""his account differs from original.""","but""), expecting continuation like ""the specific details were adopted"" or ""the other aspects were removed later"" or ""his account differs from original.""","but""), anticipating something like ""the particular specifics weren't incorporated"" or ""additional elements were included later"" or ""his version varies from the initial.""",
228,67,0,5,eval,False,23,23,25,0.0275000567105681,0.12030386141065741,,0.00019369986226691616,0.0013333657147630573,,0.008503862349873548,0.04790227230263322,,-0.09280380470008931,,0.2285883128613521,-0.0011396658524961412,,0.1452713686292265,-0.03939840995275967,,0.17752523922348637,"Wiki article format with structured taxonomic entries describing a biological species, listing scientific names and historical classifications with chronological progression.","Wiki article format with structured taxonomic entries describing a biological species, listing fictional names and historical classifications with chronological progression.","A wiki article format that includes structured taxonomic entries for a biological species, detailing scientific names and historical classifications in chronological order.",
229,67,1,5,eval,True,32,30,27,0.003060189546764014,0.2491742706141643,0.0195617171278738,8.742127682237477e-05,0.0023053728079975855,0.0004883166922989846,0.0023074189284230107,0.2287710776248123,0.06630371019244297,-0.2461140810674003,-0.2296125534862905,0.012281322382207697,-0.0022179515311752107,-0.001817056115698601,0.03792066798007723,-0.2264636586963893,-0.16246736743236934,0.01008614791860713,"The sentence structure ""Its taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Lithobates' and related terms.","The sentence structure ""Its taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Rana' and related terms.","The taxonomic classification of the species involves several names and definitions, including the genus 'Lithobates' and its associated terms.","The sentence structure ""US taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Lithobates' and related terms."
231,67,3,5,eval,True,21,21,21,0.012564765790296417,0.03914561608920741,0.0020253666960727834,9.343036889519762e-05,0.00019360215838160055,1.9891951738015834e-05,0.001802511144322172,0.002889205379486115,0.03272125298108186,-0.026580850298910996,-0.03712024939313463,0.3209750425606552,-0.00010017178948640293,-0.00017371020664358472,0.48258950042819876,-0.001086694235163943,0.029832047601595746,0.6238778167590057,"Final token ""1"" is mid-number in ""it does not publish multiple taxonomic names or classifications...","Final token ""1"" is high-number in ""it does not publish multiple taxonomic names or classifications...","Final token ""1"" is moderately positioned in ""it does not publish multiple taxonomic names or classifications...","Final token ""3"" is mid-number in ""it does not publish multiple taxonomic names or classifications..."
234,68,1,3,eval,True,48,48,49,0.017545571666652715,0.01594886313067745,0.0026970058387908447,3.1000692556459875e-05,0.0002548000953547236,0.000309815532935076,0.0030322353711849104,0.24780494893888383,0.0021622681364105167,0.0015967085359752664,-0.013251857291886604,1.1001142540940123,-0.0002237994027982637,5.501543758035243e-05,0.1216667227431835,-0.24477271356769892,-0.2456426808024733,0.01223637939504086,"The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a historical figure.","The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a fictional character.","The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi'"" implies a proper noun or nickname (""The Aggie Spirit""), probably referring to the university's mascot or a specific event named after a historical figure.","The phrase ""During Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a historical figure."
235,68,2,3,eval,True,64,62,71,0.0026492406825531223,0.11031991184316026,0.016872954897516612,9.818855511456448e-05,0.0034711659561172947,0.0008831446019674782,0.0024605354451328054,0.015466297215051661,0.06383657520121222,-0.10767067116060713,-0.09344695694564364,0.024014166058431027,-0.0033729774010027302,-0.0025880213541498165,0.028286908881877317,-0.013005761769918855,0.04837027798616056,0.15909014361486823,"Final token ""Aggi"" is a truncated word mid-phrase (""the Aggi""), part of a quoted nickname (""The Spirit of Aggi""), strongly expecting ""wick"" or ""wickville"" to complete the compound noun, likely continuing with ""Eagle"" or ""Eagle Pride,"" referencing the alma mater.","Final token ""Aggi"" is a truncated word mid-phrase (""the Aggi""), part of a quoted nickname (""The Spirit of Aggi""), strongly expecting ""wick"" or ""wickville"" to complete the compound noun, likely continuing with ""Bear"" or ""Bear Pride,"" referencing the alma mater.","The final token ""Aggi"" represents a shortened term within a phrase (""the Aggi""), from a quoted alias (""The Spirit of Aggi""), with a strong anticipation for ""wick"" or ""wickville"" to form a compound noun, and it probably concludes with ""Eagle"" or ""Eagle Pride,"" alluding to an alma mater.","Final token ""Divine"" is a truncated word mid-phrase (""the Aggi""), part of a quoted nickname (""The Spirit of Aggi""), strongly expecting ""wick"" or ""wickville"" to complete the compound noun, likely continuing with ""Eagle"" or ""Eagle Pride,"" referencing the alma mater."
238,69,2,4,eval,False,4,4,5,0.4891980905214689,0.06617723615054816,,3.234364971460568e-05,0.0003805965489683816,,0.06678515425657672,0.1184036114440461,,0.42302085437092074,,7.392241184092073,-0.0003482528992537759,,0.08498145819312897,-0.05161845718746938,,0.564046598258849,"Final token "" .","Final token "" !","Ultimate token "" .",
239,69,3,4,eval,True,52,55,54,0.014931149414593392,0.13110601887909368,0.005620370114950868,0.0002101610821937383,0.0016419857952917338,0.0005393596226678232,0.008902991191945708,0.09778116726871389,0.01392369282686512,-0.11617486946450029,-0.1254856487641428,0.11388607130510872,-0.0014318247130979955,-0.0011026261726239106,0.12799202209687732,-0.08887817607676818,-0.08385747444184877,0.09105016273204497,""" closes a third item in a parallel list (""While the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""",""" closes a third item in a parallel list (""While the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Sino-Tibetan languages' variant counts.""","closes a third entry in an analogous list (""While the latter encompasses the Turkish language with its complete written form and the Greek language with abbreviated characters...""), anticipating either ""The written form of the last language is..."" or ""The variants of Slavic dialects count.""",""" closes a third item in a parallel list (""Black the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts."""
240,70,0,3,eval,True,30,30,34,0.00279616766703783,0.2773716509627987,0.0026703537737982064,4.0592619672596975e-05,0.00160605363862254,7.481830719280325e-05,0.002706109895636133,0.04937053993223295,0.009007789328001725,-0.27457548329576087,-0.2747012971890005,0.010080942509199883,-0.001565461018949943,-0.0015312353314297367,0.025274759632195064,-0.046664430036596816,-0.04036275060423122,0.05481224024186482,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population.","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about an open religious institution's student population.","Scholarly article format examining a book on an evangelical Protestant church, with a detailed analysis of a particular article's methodology concerning the student body of a封闭宗教机构.","Academic article format with scholarly tone discussing a book about evangelical Road church, analyzing a specific article's methodology about a closed religious institution's student population."
241,70,1,3,eval,True,45,45,41,0.0153098269684937,0.13643414449361357,0.004665534254921777,2.6523986079940443e-05,0.0006035211035444465,4.2563721636468266e-05,0.0037539121545429044,0.07492326920513204,0.13993255163973628,-0.12112431752511987,-0.1317686102386918,0.11221404308516295,-0.0005769971174645061,-0.0005609573819079783,0.04394873008444364,-0.07116935705058913,0.06500928243460424,0.05010342173224032,"The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about an ""open Amish school.""","The paragraph structure shifts to ""This paper investigates a documentary focusing on a particular evangelical Protestant boarding school from the 1930s,"" now directly detailing the attributes of a ""closed Amish school.""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1937s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."""
242,70,2,3,eval,True,60,60,62,0.0015826849336911808,0.16878198604479278,0.006008886164686422,1.7527646345438797e-05,0.002310876189214106,0.00034777316249023915,0.0010751956134471552,0.02056199614891685,0.0049269496201413965,-0.1671993011111016,-0.16277309988010635,0.009377096281300746,-0.0022933485428686673,-0.001963103026723867,0.0075848487371362305,-0.019486800535469695,-0.015635046528775454,0.05229042966744226,"Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Hawaii"" or ""anonymous Christian boarding school's closed community.""","The final token ""an"" functions as an indefinite article within the phrase (""of an""), seamlessly following the subject description ""The account of a particular instance of a Protestant school,"" and anticipates ""Amish religious institution,"" ""American evangelical school in Ohio,"" or ""an anonymous Christian boarding school's closed community.""","Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""Stromeyer account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community."""
243,71,0,6,eval,False,31,29,37,0.028922883610548178,0.10327199623789085,,0.00015483856598563772,0.0017743985548780428,,0.06364351336294116,0.04586760184827732,,-0.07434911262734267,,0.2800651160448496,-0.001619559988892405,,0.0872625631710346,0.017775911514663845,,1.387548308574399,"Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes.","Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with footnotes.","A Wikipedia article format that includes a taxonomic botanical description, which details a species' phylogenetic placement, and lists subgenera and species relationships, with parenthetical notes.",
244,71,1,6,eval,True,10,10,10,0.03857756061163731,0.04554999124370396,0.08555879085021001,8.820604273429566e-06,0.00047537052836732485,0.00010605430945365146,0.012826423782397511,0.1737903438011965,0.06476548607732668,-0.006972430632066651,0.04000879960650605,0.8469279479163369,-0.0004665499240938953,-0.0003693162189136734,0.018555219028247735,-0.160963920018799,-0.10902485772386983,0.07380400718390893,"The sentence structure ""The subgenus A.","The sentence structure ""The subgenus B.","The grammatical form ""Subgenus A.","The sentence structure ""Americans subgenus A."
245,71,2,6,eval,False,31,32,35,0.0077674042524292775,0.09401840377979054,,5.695483880840957e-05,0.0006582070469773882,,0.004716899043371359,0.07503549720810154,,-0.08625099952736126,,0.08261578520969208,-0.0006012522081689786,,0.08653027807884618,-0.07031859816473018,,0.06286223479388203,"subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics.","subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species not sharing characteristics.","subsecunda was initially classified within the genus yet was separated from the primary cluster, together with other species such as"" continues a detailed listing of additional species with similar traits.",
246,71,3,6,eval,False,15,15,15,0.14181294247085696,0.5111318214826386,,2.5003759045794105e-05,0.00011035132190484465,,0.010648179098750932,0.0209658220119332,,-0.3693188790117816,,0.27744886252532774,-8.534756285905054e-05,,0.22658323085023588,-0.010317642913182268,,0.507882738520353,"Final token ""with"" ends an incomplete clause (""it also includes A.","Final token ""with"" ends an incomplete clause (""it also includes Z.","Final token ""with"" concludes an unfinished clause (""it also includes A"".",
247,71,4,6,eval,False,40,40,40,0.025693624945216986,0.49878247403836473,,5.9218920837045275e-06,0.0009747312765513438,,0.00015609370369507047,0.055679450111401296,,-0.47308884909314775,,0.0515126859554426,-0.0009688093844676393,,0.006075409937246015,-0.055523356407706226,,0.00280343472111819,"subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A.","subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of B.","subsecunda), as part of a parenthetical list detailing extra species associations for the recently designated subgenus, anticipating a particular species designation or further members such as ""other species of A"".",
249,72,0,3,eval,True,28,28,29,0.02593752595359544,0.15162152893851644,0.00533519929418802,3.607590865595256e-05,0.001155921560791362,2.330730172450668e-05,0.010873380934474652,0.044600118841914504,0.0037588966256293377,-0.125684002984921,-0.14628632964432842,0.17106756629603231,-0.0011198456521354094,-0.0011326142590668553,0.03120965113865895,-0.03372673790743985,-0.04084122221628517,0.24379712917392535,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series.","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2025 Ashes series.","A British cricket newspaper article detailing historical context and statistics, outlining changes to England's Test team for the 2005 Ashes series.","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2012 Ashes series."
250,72,1,3,eval,True,49,50,50,0.025785477712454097,0.06182441035338815,0.011239148641534857,0.0001227288163375695,0.00095282298258903,0.0005796773414585843,0.01182268831308042,0.09319451962558833,0.005061440192039357,-0.03603893264093405,-0.05058526171185329,0.41707599902796294,-0.0008300941662514605,-0.0003731456411304457,0.12880547444824247,-0.08137183131250791,-0.08813307943354898,0.12686033857547002,"The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).","The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young fast bowler"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).","The sentence structure ""Although his batting technique faced scrutiny, England's recent spin bowler Scott Borthwick brought in a young spinning spinner"" highlights an unusual move, identifying both a spin bowler and a particular player's role as a spinning spinner.","The sentence structure ""Reason his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner)."
251,72,2,3,eval,True,59,57,64,0.0035853547243170913,0.1726896197984914,0.004513577059093388,5.257443482287183e-05,0.0012759686983276897,0.00019942154337004858,0.0005815943981224425,0.023657136428946512,0.0032432834967774937,-0.1691042650741743,-0.168176042739398,0.020761842712380636,-0.0012233942635048178,-0.001076547154957641,0.041203545895582665,-0.02307554203082407,-0.02041385293216902,0.02458431094859023,"Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Cook as his spin bowling partner.""","Final token ""spinner"" concludes mid-phrase (""Young left-handed spin spinner""), among a list of player attributes (""He was to be paired with either former England's left-handed spinner""), anticipation high for ""James Tredwell,"" ""David Wiese,"" or ""Tim Bresnan"" as his spin bowling partner.","Final token ""spinner"" ends mid-phrase (""The left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner."""
252,73,0,6,eval,True,25,25,23,0.04312247321618956,0.12983017911771055,0.008746139345057302,0.00015507236936129765,0.0003193445446377785,0.00025704405051107937,0.023150439141031653,0.02202364417284919,0.022701370678341104,-0.08670770590152099,-0.12108403977265325,0.332145218540387,-0.00016427217527648086,-6.230049412669914e-05,0.48559579916165746,0.0011267949681824652,0.0006777265054919157,1.0511629664618165,"Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting fictional claims about the concept's history and characteristics.","Structured wiki format featuring numbered definitions and assertions about ""Artificial Intelligence,"" offering factual insights into its history and attributes.","Structured wiki format with numbered definitions and claims about ""Russian Intelligence,"" presenting factual claims about the concept's history and characteristics."
253,73,1,6,eval,True,18,18,15,0.01193834622457679,0.17815808696718227,0.02557023114785606,5.5551890420946215e-05,0.0008526479473340842,0.0002378133062272969,0.012253496212862203,0.10725542635456153,0.015454225872513105,-0.16621974074260548,-0.1525878558193262,0.06700984742149764,-0.000797096056913138,-0.0006148346411067873,0.06515220096950505,-0.09500193014169933,-0.09180120048204843,0.11424593262400533,"The sentence ""The passage states that AI is a positive trait for humanity and its growth...","The sentence ""The passage states that AI is a negative trait for humanity and its growth...",The passage indicates that AI represents a beneficial quality for humanity and its advancement...,"The sentence ""Parma passage states that AI is a positive trait for humanity and its growth..."
254,73,2,6,eval,True,38,38,32,0.13605870939542763,0.12967600757178532,0.0019040059548806054,0.0005428497739208282,0.0012478373886263272,7.617429054174174e-05,0.02525699473567411,0.14123611377966372,0.008654023590491167,0.006382701823642312,-0.12777200161690472,1.0492203757900938,-0.000704987614705499,-0.0011716630980845855,0.43503246406041773,-0.11597911904398961,-0.13258209018917255,0.17882816271110688,"The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.","The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests an introductory clause or standalone statement without expecting any further claims or summaries about the passage's content.","The passage also includes information on the historical context of the term 'AI' and its usage trends, implying a potential follow-up statement or summary about the text.","The passage also mentions some historical context about the term 'PCA' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content."
