pair_id,template_id,layer,entity_a,entity_b,lp_a_h0,lp_b_h0,D_0,t2c_D_a,t2c_D_b,t2c_D_0,error,n_tok_a,n_tok_b,lp_a_ha,lp_b_ha,lp_a_hb,lp_b_hb,D_a,D_b,donor,D_a_cen,D_b_cen
26,6,24,malaria,pneumonia,-17.029296875,-16.951171875,-0.078125,-0.53125,-1.46875,-0.078125,,1,1,-14.646368980407715,-15.427618980407715,-16.43944549560547,-15.408196449279785,0.78125,-1.0312490463256836,1.8124990463256836,0.859375,-0.9531240463256836
26,6,27,malaria,pneumonia,-17.029296875,-16.951171875,-0.078125,-0.53125,-1.46875,-0.078125,,1,1,-16.590240478515625,-17.465240478515625,-17.29305648803711,-17.44930648803711,0.875,0.15625,0.71875,0.953125,0.234375
27,6,16,measles,influenza,-16.998046875,-17.216796875,0.21875,-0.6875,-1.15625,0.21875,,1,1,-15.345873832702637,-15.095873832702637,-15.942536354064941,-15.223786354064941,-0.25,-0.71875,0.46875,-0.46875,-0.9375
27,6,20,measles,influenza,-16.998046875,-17.216796875,0.21875,-0.6875,-1.15625,0.21875,,1,1,-15.709898948669434,-15.022398948669434,-16.159095764160156,-15.002845764160156,-0.6875,-1.15625,0.46875,-0.90625,-1.375
27,6,24,measles,influenza,-16.998046875,-17.216796875,0.21875,-0.6875,-1.15625,0.21875,,1,1,-15.098695755004883,-14.192445755004883,-16.536603927612305,-15.161602973937988,-0.90625,-1.3750009536743164,0.4687509536743164,-1.125,-1.5937509536743164
27,6,27,measles,influenza,-16.998046875,-17.216796875,0.21875,-0.6875,-1.15625,0.21875,,1,1,-19.680809020996094,-18.993309020996094,-19.486692428588867,-18.424192428588867,-0.6875,-1.0625,0.375,-0.90625,-1.28125
28,7,16,teacher,plumber,-19.00713348388672,-17.74834442138672,-1.2587890625,6.421875,-0.765625,-1.2587890625,,1,1,-14.655659675598145,-19.09316062927246,-16.699735641479492,-13.809111595153809,4.437500953674316,-2.8906240463256836,7.328125,5.696290016174316,-1.6318349838256836
28,7,20,teacher,plumber,-19.00713348388672,-17.74834442138672,-1.2587890625,6.421875,-0.765625,-1.2587890625,,1,1,-14.60634994506836,-21.02822494506836,-17.68027687072754,-16.91465187072754,6.421875,-0.765625,7.1875,7.6806640625,0.4931640625
28,7,24,teacher,plumber,-19.00713348388672,-17.74834442138672,-1.2587890625,6.421875,-0.765625,-1.2587890625,,1,1,-13.796903610229492,-20.203153610229492,-16.133962631225586,-17.352712631225586,6.40625,1.21875,5.1875,7.6650390625,2.4775390625
28,7,27,teacher,plumber,-19.00713348388672,-17.74834442138672,-1.2587890625,6.421875,-0.765625,-1.2587890625,,1,1,-13.33927059173584,-21.479894638061523,-17.513259887695312,-16.357009887695312,8.140624046325684,-1.15625,9.296874046325684,9.399413108825684,0.1025390625
29,7,16,lawyer,farmer,-16.62432098388672,-16.69463348388672,0.0703125,0.0625,-3.40625,0.0703125,,1,1,-16.257770538330078,-19.320270538330078,-19.760454177856445,-18.104204177856445,3.0625,-1.65625,4.71875,2.9921875,-1.7265625
29,7,20,lawyer,farmer,-16.62432098388672,-16.69463348388672,0.0703125,0.0625,-3.40625,0.0703125,,1,1,-18.960147857666016,-19.022647857666016,-20.661975860595703,-17.255725860595703,0.0625,-3.40625,3.46875,-0.0078125,-3.4765625
29,7,24,lawyer,farmer,-16.62432098388672,-16.69463348388672,0.0703125,0.0625,-3.40625,0.0703125,,1,1,-17.76466178894043,-17.98341178894043,-19.612598419189453,-17.221973419189453,0.21875,-2.390625,2.609375,0.1484375,-2.4609375
29,7,27,lawyer,farmer,-16.62432098388672,-16.69463348388672,0.0703125,0.0625,-3.40625,0.0703125,,1,1,-18.13140869140625,-22.62359619140625,-20.650869369506836,-14.63524341583252,4.4921875,-6.015625953674316,10.507813453674316,4.421875,-6.085938453674316
30,7,16,nurse,baker,-19.63994598388672,-20.95244598388672,1.3125,-0.046875,0.390625,1.3125,,1,1,-17.14434814453125,-20.02911376953125,-19.35919761657715,-18.65607261657715,2.884765625,-0.703125,3.587890625,1.572265625,-2.015625
30,7,20,nurse,baker,-19.63994598388672,-20.95244598388672,1.3125,-0.046875,0.390625,1.3125,,1,1,-20.089866638183594,-20.042991638183594,-20.517087936401367,-20.907712936401367,-0.046875,0.390625,-0.4375,-1.359375,-0.921875
30,7,24,nurse,baker,-19.63994598388672,-20.95244598388672,1.3125,-0.046875,0.390625,1.3125,,1,1,-17.88304328918457,-19.35960578918457,-18.915090560913086,-14.64946460723877,1.4765625,-4.265625953674316,5.742188453674316,0.1640625,-5.578125953674316
30,7,27,nurse,baker,-19.63994598388672,-20.95244598388672,1.3125,-0.046875,0.390625,1.3125,,1,1,-9.398857116699219,-23.03166961669922,-20.924362182617188,-20.314987182617188,13.6328125,-0.609375,14.2421875,12.3203125,-1.921875
31,7,16,pilot,chef,-19.99932098388672,-19.85869598388672,-0.140625,2.681640625,-2.015625,-0.140625,,1,1,-19.68651008605957,-23.43651008605957,-20.965560913085938,-17.891342163085938,3.75,-3.07421875,6.82421875,3.890625,-2.93359375
31,7,20,pilot,chef,-19.99932098388672,-19.85869598388672,-0.140625,2.681640625,-2.015625,-0.140625,,1,1,-21.18932342529297,-23.87096405029297,-21.38916015625,-19.37353515625,2.681640625,-2.015625,4.697265625,2.822265625,-1.875
31,7,24,pilot,chef,-19.99932098388672,-19.85869598388672,-0.140625,2.681640625,-2.015625,-0.140625,,1,1,-20.148591995239258,-23.474763870239258,-19.54210090637207,-14.04210090637207,3.326171875,-5.5,8.826171875,3.466796875,-5.359375
31,7,27,pilot,chef,-19.99932098388672,-19.85869598388672,-0.140625,2.681640625,-2.015625,-0.140625,,1,1,-18.42911720275879,-22.06192970275879,-21.216842651367188,-18.693405151367188,3.6328125,-2.5234375,6.15625,3.7734375,-2.3828125
32,8,16,tiger,dolphin,-18.6685848236084,-19.6060848236084,0.9375,-0.3515625,-0.765625,0.9375,,1,1,-21.37522315979004,-21.14084815979004,-21.417633056640625,-20.894195556640625,-0.234375,-0.5234375,0.2890625,-1.171875,-1.4609375
32,8,20,tiger,dolphin,-18.6685848236084,-19.6060848236084,0.9375,-0.3515625,-0.765625,0.9375,,1,1,-20.850929260253906,-20.499366760253906,-20.99677276611328,-20.23114776611328,-0.3515625,-0.765625,0.4140625,-1.2890625,-1.703125
32,8,24,tiger,dolphin,-18.6685848236084,-19.6060848236084,0.9375,-0.3515625,-0.765625,0.9375,,1,1,-19.806798934936523,-20.095861434936523,-20.49043083190918,-19.23261833190918,0.2890625,-1.2578125,1.546875,-0.6484375,-2.1953125
32,8,27,tiger,dolphin,-18.6685848236084,-19.6060848236084,0.9375,-0.3515625,-0.765625,0.9375,,1,1,-22.3583984375,-22.0341796875,-21.653976440429688,-21.689132690429688,-0.32421875,0.03515625,-0.359375,-1.26171875,-0.90234375
33,8,16,bear,eagle,-19.0123348236084,-20.1295223236084,1.1171875,0.578125,0.5703125,1.1171875,,1,1,-20.02733039855957,-21.18358039855957,-19.989824295043945,-21.044511795043945,1.15625,1.0546875,0.1015625,0.0390625,-0.0625
33,8,20,bear,eagle,-19.0123348236084,-20.1295223236084,1.1171875,0.578125,0.5703125,1.1171875,,1,1,-19.76863670349121,-20.34676170349121,-19.240209579467773,-19.810522079467773,0.578125,0.5703125,0.0078125,-0.5390625,-0.546875
33,8,24,bear,eagle,-19.0123348236084,-20.1295223236084,1.1171875,0.578125,0.5703125,1.1171875,,1,1,-20.867088317871094,-21.128807067871094,-20.63945198059082,-20.43437385559082,0.26171875,-0.205078125,0.466796875,-0.85546875,-1.322265625
33,8,27,bear,eagle,-19.0123348236084,-20.1295223236084,1.1171875,0.578125,0.5703125,1.1171875,,1,1,-22.7178897857666,-23.9581241607666,-22.707782745361328,-23.532001495361328,1.240234375,0.82421875,0.416015625,0.123046875,-0.29296875
34,8,16,lion,shark,-18.1275691986084,-17.2818660736084,-0.845703125,-1.0,-0.7890625,-0.845703125,,1,1,-21.485416412353516,-20.696353912353516,-20.840059280395508,-20.293184280395508,-0.7890625,-0.546875,-0.2421875,0.056640625,0.298828125
34,8,20,lion,shark,-18.1275691986084,-17.2818660736084,-0.845703125,-1.0,-0.7890625,-0.845703125,,1,1,-20.632925033569336,-19.632925033569336,-20.91452407836914,-20.12546157836914,-1.0,-0.7890625,-0.2109375,-0.154296875,0.056640625
34,8,24,lion,shark,-18.1275691986084,-17.2818660736084,-0.845703125,-1.0,-0.7890625,-0.845703125,,1,1,-20.042613983154297,-20.491832733154297,-20.366790771484375,-19.827728271484375,0.44921875,-0.5390625,0.98828125,1.294921875,0.306640625
34,8,27,lion,shark,-18.1275691986084,-17.2818660736084,-0.845703125,-1.0,-0.7890625,-0.845703125,,1,1,-22.463462829589844,-21.658775329589844,-22.462238311767578,-21.204425811767578,-0.8046875,-1.2578125,0.453125,0.041015625,-0.412109375
35,8,16,wolf,hawk,-16.4185848236084,-19.7545223236084,3.3359375,-1.508056640625,-2.125,3.3359375,,1,1,-22.23521614074707,-22.30943489074707,-22.015897750854492,-22.008085250854492,0.07421875,-0.0078125,0.08203125,-3.26171875,-3.34375
35,8,20,wolf,hawk,-16.4185848236084,-19.7545223236084,3.3359375,-1.508056640625,-2.125,3.3359375,,1,1,-21.914884567260742,-20.406827926635742,-22.030649185180664,-19.905649185180664,-1.508056640625,-2.125,0.616943359375,-4.843994140625,-5.4609375
35,8,24,wolf,hawk,-16.4185848236084,-19.7545223236084,3.3359375,-1.508056640625,-2.125,3.3359375,,1,1,-20.94865608215332,-20.65178108215332,-20.96641731262207,-19.84727668762207,-0.296875,-1.119140625,0.822265625,-3.6328125,-4.455078125
35,8,27,wolf,hawk,-16.4185848236084,-19.7545223236084,3.3359375,-1.508056640625,-2.125,3.3359375,,1,1,-21.943368911743164,-23.017587661743164,-21.541330337524414,-22.781564712524414,1.07421875,1.240234375,-0.166015625,-2.26171875,-2.095703125
36,9,16,river,castle,-16.431285858154297,-19.181285858154297,2.75,-0.34375,-1.65625,2.75,,1,1,-18.978830337524414,-20.510080337524414,-20.17698097229004,-19.95823097229004,1.53125,-0.21875,1.75,-1.21875,-2.96875
36,9,20,river,castle,-16.431285858154297,-19.181285858154297,2.75,-0.34375,-1.65625,2.75,,1,1,-20.349180221557617,-20.005430221557617,-21.325822830200195,-19.669572830200195,-0.34375,-1.65625,1.3125,-3.09375,-4.40625
36,9,24,river,castle,-16.431285858154297,-19.181285858154297,2.75,-0.34375,-1.65625,2.75,,1,1,-17.497289657592773,-19.216039657592773,-19.454378128051758,-18.923128128051758,1.71875,-0.53125,2.25,-1.03125,-3.28125
36,9,27,river,castle,-16.431285858154297,-19.181285858154297,2.75,-0.34375,-1.65625,2.75,,1,1,-18.80785369873047,-21.41722869873047,-19.67620277404785,-21.62932777404785,2.609375,1.953125,0.65625,-0.140625,-0.796875
37,9,16,bridge,forest,-16.235973358154297,-17.290660858154297,1.0546875,2.65625,2.4375,1.0546875,,1,1,-17.067821502685547,-18.880321502685547,-17.456010818481445,-18.456010818481445,1.8125,1.0,0.8125,0.7578125,-0.0546875
37,9,20,bridge,forest,-16.235973358154297,-17.290660858154297,1.0546875,2.65625,2.4375,1.0546875,,1,1,-17.84312629699707,-20.49937629699707,-18.47431182861328,-20.91181182861328,2.65625,2.4375,0.21875,1.6015625,1.3828125
37,9,24,bridge,forest,-16.235973358154297,-17.290660858154297,1.0546875,2.65625,2.4375,1.0546875,,1,1,-15.085848808288574,-18.710847854614258,-15.992060661315918,-17.492061614990234,3.6249990463256836,1.5000009536743164,2.124998092651367,2.5703115463256836,0.4453134536743164
37,9,27,bridge,forest,-16.235973358154297,-17.290660858154297,1.0546875,2.65625,2.4375,1.0546875,,1,1,-19.068096160888672,-20.599346160888672,-19.20462417602539,-19.82962417602539,1.53125,0.625,0.90625,0.4765625,-0.4296875
38,9,16,garden,desert,-17.791637420654297,-17.294567108154297,-0.4970703125,3.8125,2.34375,-0.4970703125,,1,1,-14.29663372039795,-17.734134674072266,-14.456596374511719,-16.33159637451172,3.4375009536743164,1.875,1.5625009536743164,3.9345712661743164,2.3720703125
38,9,20,garden,desert,-17.791637420654297,-17.294567108154297,-0.4970703125,3.8125,2.34375,-0.4970703125,,1,1,-17.497318267822266,-21.309818267822266,-18.46934700012207,-20.81309700012207,3.8125,2.34375,1.46875,4.3095703125,2.8408203125
38,9,24,garden,desert,-17.791637420654297,-17.294567108154297,-0.4970703125,3.8125,2.34375,-0.4970703125,,1,1,-11.25731086730957,-18.53856086730957,-14.936660766601562,-17.686660766601562,7.28125,2.75,4.53125,7.7783203125,3.2470703125
38,9,27,garden,desert,-17.791637420654297,-17.294567108154297,-0.4970703125,3.8125,2.34375,-0.4970703125,,1,1,-15.631916999816895,-17.194416046142578,-16.71442413330078,-17.08942413330078,1.5624990463256836,0.375,1.1874990463256836,2.0595693588256836,0.8720703125
39,9,16,mountain,village,-16.040660858154297,-16.618785858154297,0.578125,1.921875,1.28125,0.578125,,1,1,-18.820674896240234,-23.742549896240234,-18.362245559692383,-22.018495559692383,4.921875,3.65625,1.265625,4.34375,3.078125
39,9,20,mountain,village,-16.040660858154297,-16.618785858154297,0.578125,1.921875,1.28125,0.578125,,1,1,-21.904949188232422,-23.826824188232422,-20.914886474609375,-22.196136474609375,1.921875,1.28125,0.640625,1.34375,0.703125
39,9,24,mountain,village,-16.040660858154297,-16.618785858154297,0.578125,1.921875,1.28125,0.578125,,1,1,-18.000709533691406,-21.563209533691406,-18.189355850219727,-20.345605850219727,3.5625,2.15625,1.40625,2.984375,1.578125
39,9,27,mountain,village,-16.040660858154297,-16.618785858154297,0.578125,1.921875,1.28125,0.578125,,1,1,-18.745315551757812,-22.448440551757812,-18.729934692382812,-22.151809692382812,3.703125,3.421875,0.28125,3.125,2.84375
