stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,error,p3_n_tok_true,p3_n_tok_foreign,base_p3_true,base_p3_foreign,base_p3_true_swap,base_p3_foreign_swap,base_p3_true_noinj,base_p3_foreign_noinj,base_p3_true_pt,base_p3_foreign_pt,cc_n_tok_true,cc_n_tok_foreign,base_cc_true,base_cc_foreign,base_cc_true_swap,base_cc_foreign_swap,base_cc_true_noinj,base_cc_foreign_noinj,base_cc_true_pt,base_cc_foreign_pt,av_p3_true,av_p3_foreign,av_p3_true_swap,av_p3_foreign_swap,av_p3_true_noinj,av_p3_foreign_noinj,av_cc_true,av_cc_foreign,av_cc_true_swap,av_cc_foreign_swap,av_cc_true_noinj,av_cc_foreign_noinj,text_true,text_true_noinj,text_n_tok_true,text_foreign,text_foreign_noinj,text_n_tok_foreign,text_prefix_tokens
39,51,pilot,Grammy Award for Best Concept Music Video,Corythosaurus,139,,7,4,-41.03390884399414,-36.76342010498047,-42.98779296875,-34.03079605102539,-41.84587097167969,-38.14216613769531,-5.861986977713449,-9.190855026245117,7,4,-47.58998489379883,-40.3861198425293,-47.663475036621094,-36.9468879699707,-46.291404724121094,-39.50376510620117,-6.79856927054269,-10.096529960632324,-38.903560638427734,-32.92510986328125,-75.74177551269531,-15.11125946044922,-44.34577941894531,-23.790302276611328,-40.56802749633789,-32.19621658325195,-80.83716583251953,-16.459779739379883,-46.70840072631836,-25.331514358520508,-6.986054420471191,-29.074251174926758,7,-33.75583267211914,-17.554325103759766,4,280
40,598,eval,Europium,The Litigators,140,,2,3,-23.736604690551758,-42.67198181152344,-28.026653289794922,-42.861820220947266,-27.86603355407715,-39.250335693359375,-11.868302345275879,-14.223993937174479,2,3,-11.472413063049316,-47.82383346557617,-29.087865829467773,-50.80231475830078,-27.902080535888672,-46.00634002685547,-5.736206531524658,-15.941277821858725,-5.661622524261475,-44.42357635498047,-29.14783477783203,-32.8181037902832,-20.73215103149414,-31.45474624633789,-14.659448623657228,-46.136932373046875,-30.65752220153809,-34.5391731262207,-21.747947692871097,-34.177345275878906,-2.9810283184051514,-18.492795944213867,2,-42.63935470581055,-20.57884979248047,3,226
41,351,eval,Species (film),Sclerodermatineae,141,,4,8,-50.80171203613281,-53.44304656982422,-49.59934997558594,-47.98744201660156,-47.74650573730469,-52.81222915649414,-12.700428009033203,-6.680380821228027,4,8,-56.72065734863281,-53.11501693725586,-55.714935302734375,-53.482635498046875,-50.29460906982422,-60.00287628173828,-14.180164337158203,-6.639377117156982,-30.669858932495117,-48.74793243408203,-34.28841781616211,-23.64341926574707,-31.44581413269043,-40.563819885253906,-33.156761169433594,-50.073387145996094,-33.160247802734375,-26.576581954956055,-32.723995208740234,-41.299598693847656,-11.691275596618652,-32.34607696533203,4,-36.976444244384766,-31.71902084350586,8,143
42,377,eval,Blackwyche,Norman Finkelstein,142,,3,4,-49.52610778808594,-37.872074127197266,-49.78129577636719,-37.532039642333984,-48.4904670715332,-30.050006866455078,-16.508702596028645,-9.468018531799316,3,4,-56.61264419555664,-43.31563186645508,-54.90215301513672,-41.933631896972656,-52.92753982543945,-35.81826400756836,-18.87088139851888,-10.82890796661377,-39.247745513916016,-35.03396224975586,-44.57049560546875,-15.741653442382812,-35.08897399902344,-18.328182220458984,-40.116485595703125,-35.827022552490234,-46.180702209472656,-16.892215728759766,-36.14129257202149,-19.07213973999023,-3.205542802810669,-35.880027770996094,3,-31.105436325073242,-17.984277725219727,4,373
43,512,eval,Liu Kang,Frederick Reines,143,,2,3,-27.216964721679688,-32.402099609375,-25.843917846679688,-31.4357852935791,-24.729148864746094,-31.393390655517578,-13.608482360839844,-10.800699869791666,2,3,-30.78977394104004,-40.28688430786133,-29.872844696044922,-37.395118713378906,-27.76924705505371,-36.2747917175293,-15.39488697052002,-13.428961435953775,-22.423988342285156,-35.849029541015625,-28.327852249145508,-18.42330551147461,-19.07442092895508,-24.679086685180664,-23.614686965942383,-36.147911071777344,-31.860092163085938,-20.130081176757812,-21.01597595214844,-24.630746841430664,-1.9769988059997559,-17.062652587890625,2,-30.400850296020508,-18.118440628051758,3,267
44,554,eval,Monty Can 't Buy Me Love,Mycena galericulata,144,,8,7,-52.335838317871094,-32.65263366699219,-52.27208709716797,-34.21089553833008,-50.890384674072266,-33.960140228271484,-6.541979789733887,-4.664661952427456,8,7,-65.5816421508789,-43.483516693115234,-65.53972625732422,-45.04769515991211,-67.2359390258789,-43.58372497558594,-8.197705268859863,-6.2119309561593195,-55.40260314941406,-45.93470764160156,-48.96571731567383,-20.419036865234375,-49.727256774902344,-26.409997940063477,-56.82979965209961,-47.9896125793457,-53.3286247253418,-22.32432746887207,-52.54336929321289,-27.402441024780273,-18.729516983032227,-32.097110748291016,8,-45.24079513549805,-20.915298461914062,7,394
45,202,eval,Truth in Numbers?,Tropical Storm Abby (1964),145,,4,9,-49.204933166503906,-62.20048904418945,-48.913719177246094,-59.311702728271484,-46.87715148925781,-57.74751281738281,-12.301233291625977,-6.9111654493543835,4,9,-60.9332275390625,-74.7456283569336,-59.50996780395508,-64.95894622802734,-55.716148376464844,-61.60697555541992,-15.233306884765625,-8.305069817437065,-41.03227233886719,-59.61297225952149,-51.49983596801758,-40.46768951416016,-35.90852737426758,-34.420013427734375,-43.095970153808594,-62.029537200927734,-52.17322540283203,-44.40351867675781,-37.57840347290039,-35.55964279174805,-10.383710861206055,-31.34613609313965,4,-42.067752838134766,-42.20884704589844,9,179
46,493,eval,Henry Hoʻolulu Pitman,Perry the Platypus,146,,6,5,-65.48540496826172,-30.80076026916504,-67.72886657714844,-32.553592681884766,-65.15725708007812,-32.635780334472656,-10.914234161376953,-6.1601520538330075,6,5,-69.53199005126953,-33.04287338256836,-71.1671371459961,-40.8927116394043,-67.57180786132812,-34.05753707885742,-11.588665008544922,-6.608574676513672,-41.40235900878906,-38.898406982421875,-57.189697265625,-17.043012619018555,-45.43644714355469,-21.745542526245117,-42.37696075439453,-40.495113372802734,-56.540489196777344,-19.479257583618164,-46.232383728027344,-24.119359970092773,-4.050604343414307,-47.245513916015625,6,-23.243661880493164,-19.067398071289062,5,147
47,436,eval,Gregory Helms,Battle of Merville Gun Battery,147,,3,6,-35.34574890136719,-41.57992172241211,-38.4892578125,-43.78150939941406,-36.19575881958008,-44.67082595825195,-11.781916300455729,-6.929986953735352,3,6,-39.29500198364258,-47.74237823486328,-40.09737777709961,-46.39410400390625,-38.57284927368164,-53.00638961791992,-13.098333994547525,-7.95706303914388,-15.577234268188477,-58.65629959106445,-28.46621322631836,-22.027446746826172,-20.217988967895508,-37.085968017578125,-16.597688674926758,-63.08760070800781,-28.15311050415039,-27.345561981201172,-20.328012466430664,-40.64299011230469,-1.4339358806610107,-20.85629653930664,3,-49.30460739135742,-31.259380340576172,6,371
48,32,eval,Elephanta Caves,Road to the North Pole,148,,5,5,-30.85011863708496,-41.551025390625,-30.532228469848633,-40.85356521606445,-26.097352981567383,-40.344200134277344,-6.170023727416992,-8.310205078125,5,5,-34.78110122680664,-49.151058197021484,-36.45106506347656,-49.493751525878906,-27.16138458251953,-47.88414001464844,-6.956220245361328,-9.830211639404297,-12.557549476623535,-39.89330291748047,-39.51573181152344,-39.68016815185547,-21.590473175048828,-31.24509048461914,-20.025733947753903,-42.33588409423828,-39.703311920166016,-41.452911376953125,-23.715322494506836,-35.08763122558594,-1.2436078786849976,-16.324766159057617,5,-42.398231506347656,-27.06778907775879,5,41
49,606,eval,Irresistible (The X-Files),M-108 (Michigan highway),149,,10,9,-64.0875015258789,-76.9877700805664,-52.807159423828125,-71.18856811523438,-51.29720687866211,-66.72621154785156,-6.40875015258789,-8.55419667561849,10,9,-59.461944580078125,-84.31112670898438,-55.599830627441406,-81.7057113647461,-59.94935607910156,-78.23985290527344,-5.946194458007812,-9.36790296766493,-39.98298263549805,-57.18446731567383,-58.74288558959961,-41.35321807861328,-45.329872131347656,-48.72294616699219,-41.02192687988281,-58.338565826416016,-60.47504425048828,-42.576778411865234,-46.31845474243164,-50.48914337158203,-15.167668342590332,-39.3951530456543,10,-63.71998977661133,-46.28940963745117,9,204
50,611,eval,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,,6,8,-47.718597412109375,-72.86858367919922,-41.11727523803711,-74.20418548583984,-42.56615447998047,-70.59173583984375,-7.9530995686848955,-9.108572959899902,6,8,-54.21030044555664,-85.08979034423828,-49.72132110595703,-84.03265380859375,-50.797645568847656,-83.82959747314453,-9.03505007425944,-10.636223793029785,-42.9495849609375,-71.96671295166016,-62.82428359985352,-51.87117004394531,-44.33218765258789,-57.114845275878906,-42.14884185791016,-74.31687927246094,-66.25585174560547,-57.59276580810547,-43.43631362915039,-59.839412689208984,-5.159852027893066,-26.953062057495117,6,-72.40766906738281,-41.224822998046875,8,215
51,571,eval,Subtropical Storm Alpha (1972),Richard Cresswell,151,,11,4,-60.13999557495117,-41.70732498168945,-65.28360748291016,-40.579742431640625,-53.237205505371094,-39.398162841796875,-5.4672723249955615,-10.426831245422363,11,4,-65.140625,-46.39466857910156,-72.15086364746094,-48.833702087402344,-65.35140991210938,-45.67184829711914,-5.921875,-11.59866714477539,-36.20315170288086,-31.576379776000977,-73.56758880615234,-18.720705032348633,-40.04791641235352,-28.833940505981445,-38.37755584716797,-31.683256149291992,-77.20521545410156,-21.831743240356445,-41.197017669677734,-29.873781204223633,-6.412199974060059,-38.574974060058594,11,-37.40076446533203,-22.686059951782227,4,173
52,154,eval,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,,12,8,-74.93923950195312,-41.42458724975586,-69.92929077148438,-43.2461051940918,-72.0257797241211,-43.86789321899414,-6.244936625162761,-5.178073406219482,12,8,-82.93067169189453,-51.84007263183594,-71.2567138671875,-51.593719482421875,-70.70711517333984,-54.08817672729492,-6.910889307657878,-6.480009078979492,-47.27168655395508,-54.55272674560547,-85.67816925048828,-23.00649642944336,-49.54990768432617,-24.027111053466797,-47.0829963684082,-54.51759719848633,-91.43378448486328,-26.283418655395508,-51.09986114501953,-26.11103248596191,-9.320706367492676,-44.313270568847656,12,-49.16773223876953,-26.768930435180664,8,409
53,575,eval,M-47 (Michigan highway),Wilhelm Busch,153,,8,3,-65.79358673095703,-28.487756729125977,-66.86144256591797,-29.021888732910156,-61.32740020751953,-26.25031089782715,-8.224198341369629,-9.495918909708658,8,3,-82.11256408691406,-35.032440185546875,-83.36968231201172,-35.3242073059082,-76.477783203125,-30.325042724609375,-10.264070510864258,-11.677480061848959,-31.91000747680664,-26.1861629486084,-66.74501037597656,-19.30137825012207,-47.619380950927734,-20.93030166625977,-35.41202163696289,-26.95445251464844,-70.07848358154297,-20.946605682373047,-49.52045822143555,-22.199810028076172,-6.574272632598877,-43.8741340637207,8,-24.801149368286133,-17.789045333862305,3,56
54,316,eval,Stanley Green,Xenon,154,,2,2,-29.794719696044922,-22.214956283569336,-29.281339645385742,-20.064533233642578,-30.586732864379883,-20.283018112182617,-14.897359848022461,-11.107478141784668,2,2,-33.556396484375,-28.125139236450195,-33.45168685913086,-25.093286514282227,-35.95545196533203,-27.31893539428711,-16.7781982421875,-14.062569618225098,-23.722097396850582,-23.49878692626953,-23.071208953857425,-18.010719299316406,-19.364452362060547,-19.613605499267575,-26.663311004638672,-24.710655212402344,-25.34313583374023,-19.67848014831543,-20.678253173828125,-21.103836059570312,-0.720215916633606,-18.316329956054688,2,-25.53437042236328,-14.527045249938965,2,349
55,395,eval,2007 Hawaii Bowl,1986 Peach Bowl,155,,7,7,-48.94086837768555,-53.39109802246094,-51.35038375854492,-59.29275894165039,-46.711238861083984,-47.26607131958008,-6.991552625383649,-7.627299717494419,7,7,-63.01895523071289,-58.7675895690918,-62.35559844970703,-66.88525390625,-61.1195068359375,-61.40149688720703,-9.002707890101842,-8.395369938441686,-38.99078750610352,-40.554466247558594,-30.42389678955078,-26.742063522338867,-37.48577117919922,-37.06121444702149,-39.79690170288086,-42.049339294433594,-31.75264358520508,-28.205001831054688,-39.4490852355957,-38.3264274597168,-11.874478340148926,-28.99590301513672,7,-38.626739501953125,-29.271339416503906,7,301
56,214,eval,Andrew Johnston (singer),President Evil,156,,6,2,-52.40749740600586,-34.74246597290039,-52.16502380371094,-33.17650604248047,-49.676788330078125,-31.981184005737305,-8.734582901000977,-17.371232986450195,6,2,-61.31298828125,-40.3565673828125,-58.53866195678711,-38.98415756225586,-57.29642105102539,-38.25559616088867,-10.218831380208334,-20.17828369140625,-41.39345932006836,-26.97892951965332,-47.82755279541016,-28.133630752563477,-38.612449645996094,-23.38753890991211,-44.81242752075195,-27.64774703979492,-48.97532272338867,-28.24767684936523,-40.009769439697266,-24.67555809020996,-9.549906730651855,-30.571500778198242,6,-32.150184631347656,-20.528907775878906,2,443
57,309,eval,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,,4,9,-51.69294738769531,-68.28458404541016,-53.51971435546875,-73.60469818115234,-49.767330169677734,-65.73926544189453,-12.923236846923828,-7.587176005045573,4,9,-59.29781723022461,-77.21925354003906,-60.1209831237793,-82.08953094482422,-62.280426025390625,-80.8297119140625,-14.824454307556152,-8.579917060004341,-49.01126480102539,-79.00787353515625,-52.681671142578125,-58.99506378173828,-43.835941314697266,-63.94499588012695,-48.831565856933594,-80.91468811035156,-54.799896240234375,-60.437984466552734,-42.79127883911133,-65.5141830444336,-2.230156660079956,-35.32390213012695,4,-62.86848449707031,-56.34396743774414,9,460
58,107,eval,Rachel Green,SMS Zrínyi,158,,2,5,-26.448593139648438,-56.11005783081055,-26.676532745361328,-52.836387634277344,-28.15139389038086,-55.40006637573242,-13.224296569824219,-11.22201156616211,2,5,-34.83430862426758,-60.270137786865234,-31.820941925048828,-55.74039840698242,-33.54686737060547,-57.28583908081055,-17.41715431213379,-12.054027557373047,-23.83339500427246,-46.626075744628906,-34.89221954345703,-37.712520599365234,-24.53529167175293,-41.095550537109375,-27.46620750427246,-48.97198867797851,-36.6528434753418,-43.30048751831055,-25.866943359375,-42.9826774597168,-0.9952803254127502,-18.257991790771484,2,-41.94161605834961,-31.789901733398438,5,366
59,437,eval,New York State Route 38,Sweet Love (Chris Brown song),159,,7,7,-46.791053771972656,-56.76125717163086,-46.49500274658203,-57.15290451049805,-39.67031478881836,-53.60056686401367,-6.6844362531389505,-8.108751024518694,7,7,-52.31103515625,-66.8414077758789,-52.09050369262695,-67.48390197753906,-46.64684295654297,-61.630821228027344,-7.473005022321429,-9.548772539411273,-22.38668632507324,-70.67811584472656,-47.80254364013672,-47.40536117553711,-29.006763458251953,-45.63938903808594,-23.331878662109375,-72.75297546386719,-48.20263671875,-50.79695510864258,-31.97319984436035,-47.10133743286133,-0.9642521142959595,-20.807689666748047,7,-45.470367431640625,-38.934322357177734,7,397
60,133,eval,Old Baltimore Pike,Development of Fez,160,,3,4,-52.23217010498047,-53.576080322265625,-49.55540466308594,-53.95821762084961,-49.767303466796875,-50.19550323486328,-17.410723368326824,-13.394020080566406,3,4,-54.91132354736328,-59.974422454833984,-58.59086608886719,-62.30959701538086,-57.81129455566406,-55.8878173828125,-18.30377451578776,-14.993605613708496,-27.530750274658203,-42.31172561645508,-55.455684661865234,-45.06619644165039,-41.34661102294922,-39.10418701171875,-30.739538192749023,-45.03273391723633,-55.17627716064453,-47.623443603515625,-42.34563064575195,-39.903018951416016,-1.01729154586792,-28.400699615478516,3,-44.01526641845703,-31.670631408691406,4,299
61,330,eval,"Baltimore mayoral election, 1999",Species of Allosaurus,161,,10,5,-47.7518310546875,-41.09539794921875,-47.77505111694336,-42.3365478515625,-44.25699996948242,-40.998531341552734,-4.77518310546875,-8.21907958984375,10,5,-56.898494720458984,-53.34394836425781,-56.69932174682617,-55.954444885253906,-51.19474792480469,-52.26619338989258,-5.689849472045898,-10.668789672851563,-33.72584533691406,-50.74152755737305,-85.8397216796875,-30.682619094848633,-49.99558639526367,-34.31289291381836,-37.073368072509766,-53.964168548583984,-86.31452941894531,-30.988218307495117,-51.00115966796875,-36.49691390991211,-10.363693237304688,-28.222219467163086,10,-45.543643951416016,-31.981157302856445,5,511
62,215,eval,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,,8,10,-52.91350555419922,-69.27448272705078,-64.2425537109375,-70.25899505615234,-56.11920928955078,-68.95305633544922,-6.614188194274902,-6.927448272705078,8,10,-61.480018615722656,-80.94451141357422,-72.43008422851562,-82.24089813232422,-62.29920959472656,-80.47911834716797,-7.685002326965332,-8.094451141357421,-51.93110275268555,-69.32017517089844,-53.09919738769531,-49.99283218383789,-53.122703552246094,-62.78568649291992,-55.05910873413086,-72.30205535888672,-55.13589096069336,-52.610198974609375,-55.10406494140625,-63.351600646972656,-8.311871528625488,-41.80434036254883,8,-58.85329818725586,-49.51182174682617,10,486
63,311,eval,NoitulovE,Jin – Song Wars,163,,5,4,-43.70254898071289,-51.65016174316406,-43.24833297729492,-50.06279754638672,-43.762779235839844,-50.77040100097656,-8.740509796142579,-12.912540435791016,5,4,-55.17110824584961,-59.22749710083008,-54.203495025634766,-56.16538619995117,-54.43842697143555,-60.244468688964844,-11.034221649169922,-14.80687427520752,-44.63654327392578,-55.89908218383789,-52.01462173461914,-40.02897644042969,-42.15888214111328,-44.54436874389648,-48.24736785888672,-60.20952606201172,-52.98373031616211,-42.57112884521485,-42.81657028198242,-45.44080352783203,-5.112417221069336,-39.33440399169922,5,-52.60387420654297,-34.26060485839844,4,326
64,431,eval,Simon de Montfort's Parliament,Mitsuyo Maeda,164,,6,4,-33.04229736328125,-35.1301155090332,-35.54173278808594,-35.60942077636719,-32.132041931152344,-31.228294372558594,-5.507049560546875,-8.7825288772583,6,4,-41.907318115234375,-38.587074279785156,-43.586612701416016,-45.70509338378906,-40.46683120727539,-38.08296203613281,-6.9845530192057295,-9.646768569946289,-19.734743118286133,-53.99175262451172,-41.06365203857422,-34.9141731262207,-27.829574584960938,-30.03520393371582,-23.22847557067871,-56.508689880371094,-43.211456298828125,-37.437347412109375,-28.624103546142575,-31.549087524414062,-0.7855138778686523,-21.574064254760742,6,-32.340797424316406,-22.04402732849121,4,462
65,505,eval,Cater 2 U,Leanne Del Toso,165,,4,5,-59.18256759643555,-56.34442138671875,-58.08671951293945,-61.79917526245117,-60.62997055053711,-58.58636474609375,-14.795641899108887,-11.26888427734375,4,5,-63.997127532958984,-64.10466003417969,-62.88075256347656,-66.44536590576172,-65.55178833007812,-72.59700775146484,-15.999281883239746,-12.820932006835937,-39.53792190551758,-51.62950134277344,-43.31074142456055,-44.28654098510742,-43.01131820678711,-44.38898849487305,-38.82322692871094,-53.631385803222656,-43.231468200683594,-43.69979095458984,-43.63164520263672,-45.81508255004883,-7.287661075592041,-38.37664794921875,4,-50.83561325073242,-37.66819763183594,5,464
66,487,eval,Kitsune,Directed acyclic graph,166,,2,4,-25.73251724243164,-35.929779052734375,-25.28154754638672,-33.310142517089844,-25.02251434326172,-34.44843292236328,-12.86625862121582,-8.982444763183594,2,4,-28.56748390197754,-41.119991302490234,-34.103599548339844,-40.97955322265625,-28.76278305053711,-37.68021011352539,-14.28374195098877,-10.279997825622559,-15.752910614013672,-34.572269439697266,-25.8820743560791,-6.41307258605957,-19.240541458129883,-22.026283264160156,-17.402585983276367,-34.40613555908203,-25.80035400390625,-10.169137954711914,-19.995941162109375,-23.27203369140625,-1.1294031143188477,-16.350513458251953,2,-27.965360641479492,-21.154691696166992,4,458
67,24,eval,Geopyxis carbonaria,Adams River (British Columbia),167,,5,6,-56.86802673339844,-45.072086334228516,-55.32232666015625,-44.704044342041016,-53.6461181640625,-42.13637924194336,-11.373605346679687,-7.512014389038086,5,6,-60.651309967041016,-56.326908111572266,-59.61753845214844,-55.0474739074707,-60.06542205810547,-51.35693359375,-12.130261993408203,-9.387818018595377,-38.13719177246094,-41.66205978393555,-47.910099029541016,-28.443450927734375,-48.21440124511719,-31.734764099121097,-39.7883415222168,-42.829315185546875,-47.74303436279297,-29.060577392578125,-48.53104782104492,-33.15461730957031,-2.212352752685547,-42.902069091796875,5,-37.91997528076172,-31.506898880004883,6,393
68,248,eval,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,,8,7,-64.273193359375,-64.2555923461914,-63.31929016113281,-69.75166320800781,-63.473793029785156,-63.61399841308594,-8.034149169921875,-9.179370335170201,8,7,-67.23104858398438,-64.23271179199219,-67.91553497314453,-70.31707763671875,-67.92713165283203,-67.77351379394531,-8.403881072998047,-9.176101684570312,-33.47311019897461,-81.62146759033203,-77.2699966430664,-62.77337646484375,-61.33058166503906,-65.17628479003906,-35.57568359375,-84.00336456298828,-79.24899291992188,-64.34296417236328,-63.79031753540039,-67.15178680419922,-4.282409191131592,-37.705421447753906,8,-62.62328338623047,-41.365726470947266,7,41
69,595,eval,Georgian scripts,Kedok Ketawa,169,,2,5,-30.976062774658203,-67.00814056396484,-30.913192749023438,-65.98990631103516,-24.277687072753906,-62.59187698364258,-15.488031387329102,-13.401628112792968,2,5,-38.501220703125,-72.53924560546875,-31.699735641479492,-70.57132720947266,-30.727840423583984,-66.81739044189453,-19.2506103515625,-14.50784912109375,-24.016796112060547,-57.43921661376953,-32.5195426940918,-40.38602066040039,-30.983692169189453,-47.323875427246094,-26.08419418334961,-58.21479034423828,-32.88274383544922,-40.512638092041016,-32.36991882324219,-48.06546401977539,-3.078172206878662,-22.86949920654297,2,-57.789981842041016,-41.277462005615234,5,332
70,329,eval,God's Choice,Gerard (archbishop of York),170,,3,7,-38.12194061279297,-47.28704071044922,-39.407535552978516,-46.59450912475586,-38.81797790527344,-44.947776794433594,-12.707313537597656,-6.7552915300641745,3,7,-47.430816650390625,-50.496559143066406,-44.297271728515625,-51.38278579711914,-44.478424072265625,-46.14834213256836,-15.810272216796875,-7.2137941632952005,-32.114505767822266,-61.736385345458984,-30.958885192871097,-33.390167236328125,-25.382139205932617,-36.35336685180664,-36.8743782043457,-61.9696159362793,-34.167022705078125,-34.39940643310547,-27.957950592041016,-36.91211700439453,-6.4202752113342285,-23.983043670654297,3,-45.29790115356445,-29.386886596679688,7,269
71,513,eval,Inocybe praetervisa,South of Heaven,171,,7,3,-47.350643157958984,-36.00602722167969,-46.8906364440918,-34.194217681884766,-47.0842170715332,-33.73948669433594,-6.764377593994141,-12.002009073893229,7,3,-54.026039123535156,-43.81474685668945,-55.94243621826172,-41.93631362915039,-53.60744094848633,-47.07468032836914,-7.7180055890764505,-14.604915618896484,-32.956321716308594,-40.716827392578125,-42.721717834472656,-26.074357986450195,-35.71596908569336,-31.051931381225582,-38.206180572509766,-43.49488830566406,-45.8079833984375,-26.249109268188477,-38.04991912841797,-33.00275421142578,-1.1724789142608643,-32.418479919433594,7,-29.207569122314453,-19.122167587280273,3,395
72,238,eval,"No result, Pts",Blackburn Firecrest,172,,5,3,-74.93408966064453,-47.56315231323242,-65.14714813232422,-53.82717514038086,-65.913818359375,-55.71917724609375,-14.986817932128906,-15.854384104410807,5,3,-79.72804260253906,-48.73119354248047,-71.23450469970703,-49.967308044433594,-78.7794418334961,-49.38507843017578,-15.945608520507813,-16.243731180826824,-60.51261901855469,-43.39903259277344,-66.47015380859375,-32.65899658203125,-51.12892532348633,-36.97683334350586,-60.14775466918945,-44.38079071044922,-67.8149185180664,-37.16862487792969,-50.48260498046875,-37.90430450439453,-21.07073974609375,-43.94010543823242,5,-51.05573272705078,-35.45695114135742,3,220
73,104,eval,First-move advantage in chess,Tropical Storm Olaf (1997),173,,5,10,-46.98966979980469,-54.095970153808594,-40.04393768310547,-54.80805587768555,-41.192169189453125,-47.52149200439453,-9.397933959960938,-5.409597015380859,5,10,-53.25102233886719,-65.89079284667969,-43.996944427490234,-56.63262939453125,-48.77861022949219,-50.629154205322266,-10.650204467773438,-6.589079284667969,-35.767948150634766,-52.7025146484375,-63.6888542175293,-29.48666763305664,-33.9012565612793,-34.91407012939453,-35.851844787597656,-51.73095703125,-64.2806396484375,-33.477413177490234,-35.058616638183594,-36.09577560424805,-10.704877853393555,-28.060312271118164,5,-44.66873550415039,-37.4385871887207,10,252
74,115,eval,Lost Horizons (Lemon Jelly album),Sister Wives,174,,9,3,-64.15512084960938,-28.642847061157227,-69.90583801269531,-28.414165496826172,-60.96131896972656,-25.73127555847168,-7.128346761067708,-9.547615687052408,9,3,-73.59263610839844,-37.72104263305664,-76.80186462402344,-38.9169807434082,-69.98294830322266,-34.650428771972656,-8.176959567599827,-12.573680877685547,-53.59719467163086,-34.62940979003906,-67.3058853149414,-28.34830093383789,-63.526851654052734,-27.626943588256836,-56.4738655090332,-38.17378616333008,-71.84442901611328,-28.514909744262695,-67.6971435546875,-28.034534454345703,-13.895539283752441,-49.11692428588867,9,-28.749744415283203,-20.06549835205078,3,114
75,129,eval,2010 Haiti earthquake,Ireland,175,,7,1,-30.217205047607422,-21.671844482421875,-43.7473258972168,-22.612140655517578,-39.5642204284668,-22.554786682128906,-4.316743578229632,-21.671844482421875,7,1,-37.00276565551758,-24.02507781982422,-52.502254486083984,-28.189420700073242,-50.34907150268555,-27.427963256835938,-5.286109379359654,-24.02507781982422,-20.02972984313965,-23.68107032775879,-40.962310791015625,-19.28943252563477,-24.901029586791992,-13.767661094665527,-20.23260498046875,-24.075881958007812,-42.51317596435547,-22.14704704284668,-27.132665634155273,-14.831832885742188,-8.895628929138184,-18.191143035888672,7,-22.43915557861328,-10.646934509277344,1,41
76,622,eval,Star,James Robert Baker,176,,1,3,-22.457761764526367,-35.76704025268555,-21.518495559692383,-34.900718688964844,-20.429786682128906,-34.62195587158203,-22.457761764526367,-11.922346750895182,1,3,-29.012619018554688,-41.91359329223633,-30.355737686157227,-41.561309814453125,-27.842025756835938,-40.7161865234375,-29.012619018554688,-13.971197764078775,-8.906637191772461,-31.31592559814453,-12.589925765991213,-23.125572204589844,-13.986411094665527,-24.14082908630371,-10.774124145507812,-32.77729415893555,-13.336742401123049,-23.968120574951172,-14.472457885742188,-25.52648544311523,-8.786949157714844,-9.459434509277344,1,-32.34092712402344,-22.806854248046875,3,485
77,169,eval,Cadmium,Rob Howard,177,,2,2,-22.616121292114258,-33.342124938964844,-32.062355041503906,-34.27432632446289,-26.74884796142578,-33.79714584350586,-11.308060646057129,-16.671062469482422,2,2,-26.40127182006836,-37.43157958984375,-39.46486282348633,-36.81145477294922,-37.66261672973633,-34.205238342285156,-13.20063591003418,-18.715789794921875,-13.95578956604004,-33.50897979736328,-30.30620765686035,-17.73198127746582,-23.579124450683594,-25.466236114501953,-20.686878204345703,-34.595802307128906,-30.342756271362305,-22.645414352416992,-25.51824951171875,-26.943634033203125,-2.415846586227417,-15.704437255859375,2,-30.642736434936523,-18.06844139099121,2,190
78,87,eval,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,,6,9,-67.10306549072266,-69.31321716308594,-63.36793518066406,-64.2596435546875,-59.26401901245117,-63.39729309082031,-11.183844248453775,-7.701468573676215,6,9,-77.60032653808594,-78.4094467163086,-69.23051452636719,-69.65635681152344,-65.30026245117188,-74.013671875,-12.933387756347656,-8.71216074625651,-37.12137985229492,-65.80564880371094,-45.24058151245117,-59.892696380615234,-46.14631652832031,-59.97039413452149,-38.6519889831543,-68.10442352294922,-46.95906066894531,-61.565067291259766,-46.16803741455078,-60.56380462646485,-12.44685173034668,-40.2208251953125,6,-61.58672332763672,-43.796138763427734,9,316
