stim_idx,layer,topic_true,topic_foreign,foreign_stim_idx,true_noinj,foreign_noinj,t2a_true,t2a_foreign,error,n_tok_true,n_tok_foreign,true,foreign,true_swap,foreign_swap,true_corr,foreign_corr
68,16,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,-61.33058166503906,-65.17628479003906,-33.47311019897461,-81.62146759033203,,8,7,-34.43611145019531,-79.60944366455078,-69.32044219970703,-71.7674789428711,26.89447021484375,-14.433158874511719
68,20,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,-61.33058166503906,-65.17628479003906,-33.47311019897461,-81.62146759033203,,8,7,-33.47311019897461,-81.62146759033203,-77.2699966430664,-62.77337646484375,27.857471466064453,-16.44518280029297
68,24,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,-61.33058166503906,-65.17628479003906,-33.47311019897461,-81.62146759033203,,8,7,-44.67317199707031,-84.03196716308594,-69.76152038574219,-57.21699142456055,16.65740966796875,-18.855682373046875
68,27,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,-61.33058166503906,-65.17628479003906,-33.47311019897461,-81.62146759033203,,8,7,-50.0251350402832,-69.83052062988281,-64.73136138916016,-60.026214599609375,11.30544662475586,-4.65423583984375
69,16,Georgian scripts,Kedok Ketawa,169,-30.983692169189453,-47.323875427246094,-24.016796112060547,-57.43921661376953,,2,5,-28.580251693725586,-52.660186767578125,-30.980606079101562,-39.436126708984375,2.403440475463867,-5.336311340332031
69,20,Georgian scripts,Kedok Ketawa,169,-30.983692169189453,-47.323875427246094,-24.016796112060547,-57.43921661376953,,2,5,-24.016796112060547,-57.43921661376953,-32.5195426940918,-40.38602066040039,6.966896057128906,-10.115341186523438
69,24,Georgian scripts,Kedok Ketawa,169,-30.983692169189453,-47.323875427246094,-24.016796112060547,-57.43921661376953,,2,5,-14.293187141418457,-63.761714935302734,-32.62797546386719,-35.161865234375,16.690505027770996,-16.43783950805664
69,27,Georgian scripts,Kedok Ketawa,169,-30.983692169189453,-47.323875427246094,-24.016796112060547,-57.43921661376953,,2,5,-26.270864486694336,-56.15187072753906,-29.323087692260742,-49.78287124633789,4.712827682495117,-8.827995300292969
70,16,God's Choice,Gerard (archbishop of York),170,-25.382139205932617,-36.35336685180664,-32.114505767822266,-61.736385345458984,,3,7,-25.529136657714844,-56.23677444458008,-37.48021697998047,-33.117488861083984,-0.14699745178222656,-19.883407592773438
70,20,God's Choice,Gerard (archbishop of York),170,-25.382139205932617,-36.35336685180664,-32.114505767822266,-61.736385345458984,,3,7,-32.114505767822266,-61.736385345458984,-30.958885192871094,-33.390167236328125,-6.732366561889648,-25.383018493652344
70,24,God's Choice,Gerard (archbishop of York),170,-25.382139205932617,-36.35336685180664,-32.114505767822266,-61.736385345458984,,3,7,-23.50956153869629,-58.15834426879883,-25.47344207763672,-51.751522064208984,1.8725776672363281,-21.804977416992188
70,27,God's Choice,Gerard (archbishop of York),170,-25.382139205932617,-36.35336685180664,-32.114505767822266,-61.736385345458984,,3,7,-27.23794174194336,-58.18779754638672,-21.627668380737305,-44.30613708496094,-1.8558025360107422,-21.834430694580078
71,16,Inocybe praetervisa,South of Heaven,171,-35.71596908569336,-31.051931381225586,-32.956321716308594,-40.716827392578125,,7,3,-38.449859619140625,-34.00443649291992,-41.60358428955078,-27.65873908996582,-2.7338905334472656,-2.952505111694336
71,20,Inocybe praetervisa,South of Heaven,171,-35.71596908569336,-31.051931381225586,-32.956321716308594,-40.716827392578125,,7,3,-32.956321716308594,-40.716827392578125,-42.721717834472656,-26.074357986450195,2.7596473693847656,-9.664896011352539
71,24,Inocybe praetervisa,South of Heaven,171,-35.71596908569336,-31.051931381225586,-32.956321716308594,-40.716827392578125,,7,3,-33.44352340698242,-42.547264099121094,-45.06354904174805,-21.280759811401367,2.2724456787109375,-11.495332717895508
71,27,Inocybe praetervisa,South of Heaven,171,-35.71596908569336,-31.051931381225586,-32.956321716308594,-40.716827392578125,,7,3,-32.370357513427734,-35.905086517333984,-44.09778594970703,-34.43796157836914,3.345611572265625,-4.853155136108398
72,16,"No result, Pts",Blackburn Firecrest,172,-51.12892532348633,-36.97683334350586,-60.51261901855469,-43.39903259277344,,5,3,-55.57950210571289,-41.85087585449219,-63.71220397949219,-36.92817687988281,-4.4505767822265625,-4.874042510986328
72,20,"No result, Pts",Blackburn Firecrest,172,-51.12892532348633,-36.97683334350586,-60.51261901855469,-43.39903259277344,,5,3,-60.51261901855469,-43.39903259277344,-66.47015380859375,-32.65899658203125,-9.38369369506836,-6.422199249267578
72,24,"No result, Pts",Blackburn Firecrest,172,-51.12892532348633,-36.97683334350586,-60.51261901855469,-43.39903259277344,,5,3,-52.26787185668945,-43.12323760986328,-53.108394622802734,-36.847293853759766,-1.138946533203125,-6.146404266357422
72,27,"No result, Pts",Blackburn Firecrest,172,-51.12892532348633,-36.97683334350586,-60.51261901855469,-43.39903259277344,,5,3,-51.1240348815918,-45.70325469970703,-52.449195861816406,-38.23357009887695,0.00489044189453125,-8.726421356201172
73,16,First-move advantage in chess,Tropical Storm Olaf (1997),173,-33.9012565612793,-34.91407012939453,-35.767948150634766,-52.7025146484375,,5,10,-47.519142150878906,-49.946571350097656,-58.549591064453125,-30.01875114440918,-13.61788558959961,-15.032501220703125
73,20,First-move advantage in chess,Tropical Storm Olaf (1997),173,-33.9012565612793,-34.91407012939453,-35.767948150634766,-52.7025146484375,,5,10,-35.767948150634766,-52.7025146484375,-63.6888542175293,-29.48666763305664,-1.8666915893554688,-17.78844451904297
73,24,First-move advantage in chess,Tropical Storm Olaf (1997),173,-33.9012565612793,-34.91407012939453,-35.767948150634766,-52.7025146484375,,5,10,-21.875553131103516,-54.43600082397461,-77.70651245117188,-30.806358337402344,12.025703430175781,-19.521930694580078
73,27,First-move advantage in chess,Tropical Storm Olaf (1997),173,-33.9012565612793,-34.91407012939453,-35.767948150634766,-52.7025146484375,,5,10,-24.630613327026367,-47.357295989990234,-43.68297576904297,-37.909263610839844,9.27064323425293,-12.443225860595703
74,16,Lost Horizons (Lemon Jelly album),Sister Wives,174,-63.526851654052734,-27.626943588256836,-53.59719467163086,-34.62940979003906,,9,3,-50.45377731323242,-33.75376892089844,-68.35918426513672,-22.390457153320312,13.073074340820312,-6.126825332641602
74,20,Lost Horizons (Lemon Jelly album),Sister Wives,174,-63.526851654052734,-27.626943588256836,-53.59719467163086,-34.62940979003906,,9,3,-53.59719467163086,-34.62940979003906,-67.3058853149414,-28.34830093383789,9.929656982421875,-7.002466201782227
74,24,Lost Horizons (Lemon Jelly album),Sister Wives,174,-63.526851654052734,-27.626943588256836,-53.59719467163086,-34.62940979003906,,9,3,-49.14427947998047,-31.529552459716797,-76.38289642333984,-29.558042526245117,14.382572174072266,-3.902608871459961
74,27,Lost Horizons (Lemon Jelly album),Sister Wives,174,-63.526851654052734,-27.626943588256836,-53.59719467163086,-34.62940979003906,,9,3,-60.25380325317383,-35.87129211425781,-65.71324157714844,-38.712074279785156,3.2730484008789062,-8.244348526000977
75,16,2010 Haiti earthquake,Ireland,175,-24.901029586791992,-13.767661094665527,-20.02972984313965,-23.68107032775879,,7,1,-16.80818748474121,-21.03179359436035,-40.141998291015625,-17.806406021118164,8.092842102050781,-7.264132499694824
75,20,2010 Haiti earthquake,Ireland,175,-24.901029586791992,-13.767661094665527,-20.02972984313965,-23.68107032775879,,7,1,-20.02972984313965,-23.68107032775879,-40.962310791015625,-19.289432525634766,4.871299743652344,-9.913409233093262
75,24,2010 Haiti earthquake,Ireland,175,-24.901029586791992,-13.767661094665527,-20.02972984313965,-23.68107032775879,,7,1,-23.799001693725586,-23.293785095214844,-40.1082763671875,-21.80789566040039,1.1020278930664062,-9.526124000549316
75,27,2010 Haiti earthquake,Ireland,175,-24.901029586791992,-13.767661094665527,-20.02972984313965,-23.68107032775879,,7,1,-44.54887390136719,-22.995590209960938,-22.018205642700195,-11.373197555541992,-19.647844314575195,-9.22792911529541
76,16,Star,James Robert Baker,176,-13.986411094665527,-24.14082908630371,-8.906637191772461,-31.31592559814453,,1,3,-8.449212074279785,-28.193845748901367,-12.875556945800781,-22.8194522857666,5.537199020385742,-4.053016662597656
76,20,Star,James Robert Baker,176,-13.986411094665527,-24.14082908630371,-8.906637191772461,-31.31592559814453,,1,3,-8.906637191772461,-31.31592559814453,-12.589925765991211,-23.125572204589844,5.079773902893066,-7.17509651184082
76,24,Star,James Robert Baker,176,-13.986411094665527,-24.14082908630371,-8.906637191772461,-31.31592559814453,,1,3,-13.166644096374512,-33.763431549072266,-12.411989212036133,-23.383773803710938,0.8197669982910156,-9.622602462768555
76,27,Star,James Robert Baker,176,-13.986411094665527,-24.14082908630371,-8.906637191772461,-31.31592559814453,,1,3,-10.972002983093262,-30.852832794189453,-12.988838195800781,-24.6791934967041,3.0144081115722656,-6.712003707885742
77,16,Cadmium,Rob Howard,177,-23.579124450683594,-25.466236114501953,-13.95578956604004,-33.50897979736328,,2,2,-9.868732452392578,-34.26691436767578,-30.14276123046875,-17.489105224609375,13.710391998291016,-8.800678253173828
77,20,Cadmium,Rob Howard,177,-23.579124450683594,-25.466236114501953,-13.95578956604004,-33.50897979736328,,2,2,-13.955789566040039,-33.50897979736328,-30.30620765686035,-17.73198127746582,9.623334884643555,-8.042743682861328
77,24,Cadmium,Rob Howard,177,-23.579124450683594,-25.466236114501953,-13.95578956604004,-33.50897979736328,,2,2,-15.85545825958252,-34.336875915527344,-26.629737854003906,-24.69432830810547,7.723666191101074,-8.87063980102539
77,27,Cadmium,Rob Howard,177,-23.579124450683594,-25.466236114501953,-13.95578956604004,-33.50897979736328,,2,2,-20.289182662963867,-32.662254333496094,-29.98645782470703,-38.54552459716797,3.2899417877197266,-7.196018218994141
78,16,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,-46.14631652832031,-59.970394134521484,-37.12137985229492,-65.80564880371094,,6,9,-34.43693542480469,-61.18134689331055,-35.20574188232422,-55.93867111206055,11.709381103515625,-1.2109527587890625
78,20,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,-46.14631652832031,-59.970394134521484,-37.12137985229492,-65.80564880371094,,6,9,-37.12137985229492,-65.80564880371094,-45.24058151245117,-59.892696380615234,9.02493667602539,-5.835254669189453
78,24,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,-46.14631652832031,-59.970394134521484,-37.12137985229492,-65.80564880371094,,6,9,-33.134735107421875,-55.524375915527344,-47.75312423706055,-57.128334045410156,13.011581420898438,4.446018218994141
78,27,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,-46.14631652832031,-59.970394134521484,-37.12137985229492,-65.80564880371094,,6,9,-35.599945068359375,-60.22572326660156,-39.16522216796875,-60.79676055908203,10.546371459960938,-0.2553291320800781
79,16,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,-16.772720336914062,-60.759613037109375,-7.930587768554688,-71.52685546875,,3,9,-8.69245433807373,-68.08326721191406,-20.97303581237793,-54.2363395690918,8.080265998840332,-7.3236541748046875
79,20,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,-16.772720336914062,-60.759613037109375,-7.930587768554688,-71.52685546875,,3,9,-7.9305877685546875,-71.52685546875,-14.117496490478516,-49.45708465576172,8.842132568359375,-10.767242431640625
79,24,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,-16.772720336914062,-60.759613037109375,-7.930587768554688,-71.52685546875,,3,9,-7.006097793579102,-77.07858276367188,-20.395870208740234,-51.77701950073242,9.766622543334961,-16.3189697265625
79,27,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,-16.772720336914062,-60.759613037109375,-7.930587768554688,-71.52685546875,,3,9,-15.392240524291992,-69.08924865722656,-32.865997314453125,-70.1595230102539,1.3804798126220703,-8.329635620117188
80,16,Le souper de Beaucaire,M-122 (Michigan highway),180,-34.40599822998047,-49.35719680786133,-43.70225143432617,-70.02477264404297,,7,9,-44.81586837768555,-69.09123992919922,-57.4246826171875,-32.5798454284668,-10.409870147705078,-19.73404312133789
80,20,Le souper de Beaucaire,M-122 (Michigan highway),180,-34.40599822998047,-49.35719680786133,-43.70225143432617,-70.02477264404297,,7,9,-43.70225143432617,-70.02477264404297,-65.50003051757812,-47.34235763549805,-9.296253204345703,-20.66757583618164
80,24,Le souper de Beaucaire,M-122 (Michigan highway),180,-34.40599822998047,-49.35719680786133,-43.70225143432617,-70.02477264404297,,7,9,-35.946266174316406,-63.12348556518555,-57.119102478027344,-41.62798309326172,-1.5402679443359375,-13.766288757324219
80,27,Le souper de Beaucaire,M-122 (Michigan highway),180,-34.40599822998047,-49.35719680786133,-43.70225143432617,-70.02477264404297,,7,9,-44.49321746826172,-69.1109619140625,-56.97718811035156,-43.926509857177734,-10.08721923828125,-19.753765106201172
81,16,AIL Storm,Diamond stingray,181,-29.160980224609375,-36.16179656982422,-32.31707000732422,-35.642799377441406,,3,3,-37.604671478271484,-37.323001861572266,-39.76367950439453,-29.673709869384766,-8.44369125366211,-1.1612052917480469
81,20,AIL Storm,Diamond stingray,181,-29.160980224609375,-36.16179656982422,-32.31707000732422,-35.642799377441406,,3,3,-32.31707000732422,-35.642799377441406,-40.12007141113281,-27.5084171295166,-3.1560897827148438,0.5189971923828125
81,24,AIL Storm,Diamond stingray,181,-29.160980224609375,-36.16179656982422,-32.31707000732422,-35.642799377441406,,3,3,-33.72703170776367,-41.600101470947266,-43.623939514160156,-27.475116729736328,-4.566051483154297,-5.438304901123047
81,27,AIL Storm,Diamond stingray,181,-29.160980224609375,-36.16179656982422,-32.31707000732422,-35.642799377441406,,3,3,-28.81427764892578,-34.55470657348633,-32.110958099365234,-36.458683013916016,0.34670257568359375,1.6070899963378906
82,16,Fieldfare,E. W. Hornung,182,-27.808475494384766,-24.580827713012695,-19.685503005981445,-41.54593276977539,,2,6,-22.81816291809082,-38.71797561645508,-28.98558235168457,-27.710599899291992,4.990312576293945,-14.137147903442383
82,20,Fieldfare,E. W. Hornung,182,-27.808475494384766,-24.580827713012695,-19.685503005981445,-41.54593276977539,,2,6,-19.685503005981445,-41.54593276977539,-30.575834274291992,-25.401718139648438,8.12297248840332,-16.965105056762695
82,24,Fieldfare,E. W. Hornung,182,-27.808475494384766,-24.580827713012695,-19.685503005981445,-41.54593276977539,,2,6,-26.771482467651367,-33.82197189331055,-33.327388763427734,-27.987545013427734,1.0369930267333984,-9.241144180297852
82,27,Fieldfare,E. W. Hornung,182,-27.808475494384766,-24.580827713012695,-19.685503005981445,-41.54593276977539,,2,6,-18.189199447631836,-38.088462829589844,-37.02344512939453,-34.1888542175293,9.61927604675293,-13.507635116577148
83,16,2nd Battalion 9th Marines,Yamaha NS-10,183,-31.82878303527832,-30.98383331298828,-21.97745704650879,-46.783966064453125,,8,5,-20.54541015625,-46.109344482421875,-47.85196304321289,-24.70286750793457,11.28337287902832,-15.125511169433594
83,20,2nd Battalion 9th Marines,Yamaha NS-10,183,-31.82878303527832,-30.98383331298828,-21.97745704650879,-46.783966064453125,,8,5,-21.97745704650879,-46.783966064453125,-50.21197509765625,-30.033578872680664,9.851325988769531,-15.800132751464844
83,24,2nd Battalion 9th Marines,Yamaha NS-10,183,-31.82878303527832,-30.98383331298828,-21.97745704650879,-46.783966064453125,,8,5,-24.28874969482422,-49.42129898071289,-57.65965270996094,-26.806503295898438,7.540033340454102,-18.43746566772461
83,27,2nd Battalion 9th Marines,Yamaha NS-10,183,-31.82878303527832,-30.98383331298828,-21.97745704650879,-46.783966064453125,,8,5,-27.25312614440918,-41.66889190673828,-60.09720993041992,-35.87201690673828,4.575656890869141,-10.68505859375
84,16,Central Area Command (RAAF),Florida State Road 878,184,-51.548301696777344,-38.801246643066406,-34.87093734741211,-55.4744873046875,,7,7,-43.16676330566406,-47.295413970947266,-51.61806106567383,-34.73795700073242,8.381538391113281,-8.49416732788086
84,20,Central Area Command (RAAF),Florida State Road 878,184,-51.548301696777344,-38.801246643066406,-34.87093734741211,-55.4744873046875,,7,7,-34.87093734741211,-55.4744873046875,-56.164466857910156,-34.598148345947266,16.677364349365234,-16.673240661621094
84,24,Central Area Command (RAAF),Florida State Road 878,184,-51.548301696777344,-38.801246643066406,-34.87093734741211,-55.4744873046875,,7,7,-44.58092498779297,-51.93590545654297,-64.80376434326172,-32.29501724243164,6.967376708984375,-13.134658813476562
84,27,Central Area Command (RAAF),Florida State Road 878,184,-51.548301696777344,-38.801246643066406,-34.87093734741211,-55.4744873046875,,7,7,-55.43525695800781,-45.37508010864258,-57.643009185791016,-41.1198844909668,-3.8869552612304688,-6.573833465576172
85,16,The Food Album,Qedarite,185,-33.46306610107422,-30.629993438720703,-36.15461730957031,-36.73323059082031,,3,3,-37.01778793334961,-34.19764709472656,-35.69871520996094,-17.865585327148438,-3.5547218322753906,-3.5676536560058594
85,20,The Food Album,Qedarite,185,-33.46306610107422,-30.629993438720703,-36.15461730957031,-36.73323059082031,,3,3,-36.15461730957031,-36.73323059082031,-43.47190856933594,-19.15986442565918,-2.6915512084960938,-6.103237152099609
85,24,The Food Album,Qedarite,185,-33.46306610107422,-30.629993438720703,-36.15461730957031,-36.73323059082031,,3,3,-38.09189224243164,-36.00621032714844,-38.85175323486328,-15.880730628967285,-4.628826141357422,-5.376216888427734
85,27,The Food Album,Qedarite,185,-33.46306610107422,-30.629993438720703,-36.15461730957031,-36.73323059082031,,3,3,-34.80549240112305,-35.246925354003906,-45.21620559692383,-32.19188690185547,-1.3424263000488281,-4.616931915283203
86,16,Independence Day (India),Kyra (Charmed),186,-21.15336799621582,-36.999454498291016,-14.035593032836914,-53.40217971801758,,5,6,-15.535335540771484,-51.870941162109375,-28.415014266967773,-32.43869400024414,5.618032455444336,-14.87148666381836
86,20,Independence Day (India),Kyra (Charmed),186,-21.15336799621582,-36.999454498291016,-14.035593032836914,-53.40217971801758,,5,6,-14.035593032836914,-53.40217971801758,-28.856386184692383,-29.691015243530273,7.117774963378906,-16.402725219726562
86,24,Independence Day (India),Kyra (Charmed),186,-21.15336799621582,-36.999454498291016,-14.035593032836914,-53.40217971801758,,5,6,-15.322601318359375,-47.285369873046875,-28.50301742553711,-36.90692138671875,5.830766677856445,-10.28591537475586
86,27,Independence Day (India),Kyra (Charmed),186,-21.15336799621582,-36.999454498291016,-14.035593032836914,-53.40217971801758,,5,6,-36.47720718383789,-44.12008285522461,-36.22417449951172,-36.935943603515625,-15.32383918762207,-7.120628356933594
87,16,Project Chanology,Corn crake,187,-30.702213287353516,-37.1702766418457,-17.674718856811523,-43.37495422363281,,3,3,-19.059066772460938,-44.07004165649414,-34.28207015991211,-24.164419174194336,11.643146514892578,-6.8997650146484375
87,20,Project Chanology,Corn crake,187,-30.702213287353516,-37.1702766418457,-17.674718856811523,-43.37495422363281,,3,3,-17.674718856811523,-43.37495422363281,-38.38314437866211,-22.597766876220703,13.027494430541992,-6.204677581787109
87,24,Project Chanology,Corn crake,187,-30.702213287353516,-37.1702766418457,-17.674718856811523,-43.37495422363281,,3,3,-20.012435913085938,-47.739166259765625,-41.98424530029297,-27.461679458618164,10.689777374267578,-10.568889617919922
87,27,Project Chanology,Corn crake,187,-30.702213287353516,-37.1702766418457,-17.674718856811523,-43.37495422363281,,3,3,-21.159833908081055,-46.780677795410156,-36.519927978515625,-28.749263763427734,9.542379379272461,-9.610401153564453
88,16,Draining and development of the Everglades,Battle of Binh Gia,188,-52.70238494873047,-32.756038665771484,-38.26686096191406,-41.3951416015625,,9,6,-50.44034957885742,-40.621849060058594,-51.65102767944336,-37.07762908935547,2.262035369873047,-7.865810394287109
88,20,Draining and development of the Everglades,Battle of Binh Gia,188,-52.70238494873047,-32.756038665771484,-38.26686096191406,-41.3951416015625,,9,6,-38.26686096191406,-41.3951416015625,-51.164512634277344,-33.84577178955078,14.435523986816406,-8.639102935791016
88,24,Draining and development of the Everglades,Battle of Binh Gia,188,-52.70238494873047,-32.756038665771484,-38.26686096191406,-41.3951416015625,,9,6,-38.946556091308594,-38.0944709777832,-54.82478332519531,-28.1848087310791,13.755828857421875,-5.338432312011719
88,27,Draining and development of the Everglades,Battle of Binh Gia,188,-52.70238494873047,-32.756038665771484,-38.26686096191406,-41.3951416015625,,9,6,-47.047264099121094,-38.557655334472656,-67.78040313720703,-37.03744125366211,5.655120849609375,-5.801616668701172
89,16,Banksia violacea,Somerset County Cricket Club in 2009,189,-29.9198055267334,-44.82101058959961,-22.489896774291992,-60.6148796081543,,4,10,-29.55940818786621,-47.247100830078125,-45.44066619873047,-31.989910125732422,0.3603973388671875,-2.4260902404785156
89,20,Banksia violacea,Somerset County Cricket Club in 2009,189,-29.9198055267334,-44.82101058959961,-22.489896774291992,-60.6148796081543,,4,10,-22.489896774291992,-60.6148796081543,-49.278892517089844,-32.31009292602539,7.429908752441406,-15.793869018554688
89,24,Banksia violacea,Somerset County Cricket Club in 2009,189,-29.9198055267334,-44.82101058959961,-22.489896774291992,-60.6148796081543,,4,10,-25.07331657409668,-70.49285888671875,-55.898155212402344,-37.61420440673828,4.846488952636719,-25.67184829711914
89,27,Banksia violacea,Somerset County Cricket Club in 2009,189,-29.9198055267334,-44.82101058959961,-22.489896774291992,-60.6148796081543,,4,10,-26.544818878173828,-46.418216705322266,-36.149574279785156,-41.66476058959961,3.3749866485595703,-1.5972061157226562
90,16,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,-164.48228454589844,-17.131591796875,-152.87062072753906,-43.29898452758789,,26,5,-153.83035278320312,-36.09054946899414,-184.51951599121094,-9.488808631896973,10.651931762695312,-18.95895767211914
90,20,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,-164.48228454589844,-17.131591796875,-152.87062072753906,-43.29898452758789,,26,5,-152.87062072753906,-43.29898452758789,-186.12579345703125,-9.688811302185059,11.611663818359375,-26.16739273071289
90,24,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,-164.48228454589844,-17.131591796875,-152.87062072753906,-43.29898452758789,,26,5,-164.7088165283203,-44.77702331542969,-188.4869842529297,-10.777408599853516,-0.226531982421875,-27.645431518554688
90,27,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,Erving Goffman,190,-164.48228454589844,-17.131591796875,-152.87062072753906,-43.29898452758789,,26,5,-154.92916870117188,-39.25448226928711,-176.9795379638672,-14.914154052734375,9.553115844726562,-22.12289047241211
91,16,Gertrude Barrows Bennett,West End Girls,191,-26.365955352783203,-26.97701072692871,-18.560550689697266,-29.577407836914062,,6,3,-22.686969757080078,-28.818801879882812,-39.258140563964844,-26.950620651245117,3.678985595703125,-1.8417911529541016
91,20,Gertrude Barrows Bennett,West End Girls,191,-26.365955352783203,-26.97701072692871,-18.560550689697266,-29.577407836914062,,6,3,-18.560550689697266,-29.577407836914062,-41.322139739990234,-26.33876609802246,7.8054046630859375,-2.6003971099853516
91,24,Gertrude Barrows Bennett,West End Girls,191,-26.365955352783203,-26.97701072692871,-18.560550689697266,-29.577407836914062,,6,3,-26.862491607666016,-38.01292037963867,-42.79538345336914,-26.699426651000977,-0.4965362548828125,-11.035909652709961
91,27,Gertrude Barrows Bennett,West End Girls,191,-26.365955352783203,-26.97701072692871,-18.560550689697266,-29.577407836914062,,6,3,-29.467086791992188,-36.158668518066406,-25.773677825927734,-25.899803161621094,-3.1011314392089844,-9.181657791137695
92,16,Memory Almost Full,SS El Sol,192,-35.74689483642578,-34.904266357421875,-35.209468841552734,-54.19621276855469,,3,3,-37.43013000488281,-54.393333435058594,-44.06951904296875,-27.682985305786133,-1.6832351684570312,-19.48906707763672
92,20,Memory Almost Full,SS El Sol,192,-35.74689483642578,-34.904266357421875,-35.209468841552734,-54.19621276855469,,3,3,-35.209468841552734,-54.19621276855469,-43.85407257080078,-23.95732879638672,0.5374259948730469,-19.291946411132812
92,24,Memory Almost Full,SS El Sol,192,-35.74689483642578,-34.904266357421875,-35.209468841552734,-54.19621276855469,,3,3,-37.53263854980469,-54.920379638671875,-44.68157196044922,-26.842906951904297,-1.7857437133789062,-20.01611328125
92,27,Memory Almost Full,SS El Sol,192,-35.74689483642578,-34.904266357421875,-35.209468841552734,-54.19621276855469,,3,3,-34.8233757019043,-49.25785446166992,-38.56258773803711,-36.904754638671875,0.9235191345214844,-14.353588104248047
93,16,Khoo Kheng-Hor,Cicely Mary Barker,193,-42.54875946044922,-22.280393600463867,-39.6302490234375,-40.53277969360352,,6,4,-36.51075744628906,-28.738372802734375,-42.66691970825195,-17.0074405670166,6.038002014160156,-6.457979202270508
93,20,Khoo Kheng-Hor,Cicely Mary Barker,193,-42.54875946044922,-22.280393600463867,-39.6302490234375,-40.53277969360352,,6,4,-39.6302490234375,-40.532779693603516,-43.325111389160156,-16.53315544128418,2.9185104370117188,-18.25238609313965
93,24,Khoo Kheng-Hor,Cicely Mary Barker,193,-42.54875946044922,-22.280393600463867,-39.6302490234375,-40.53277969360352,,6,4,-38.97549819946289,-40.75191116333008,-47.329833984375,-19.32990837097168,3.573261260986328,-18.47151756286621
93,27,Khoo Kheng-Hor,Cicely Mary Barker,193,-42.54875946044922,-22.280393600463867,-39.6302490234375,-40.53277969360352,,6,4,-38.6625862121582,-32.1684455871582,-47.618289947509766,-23.324403762817383,3.8861732482910156,-9.888051986694336
94,16,The Convict (1910 film),Zhou Tong (archer),194,-45.04016876220703,-36.244712829589844,-43.73898696899414,-51.342681884765625,,10,6,-40.40278244018555,-45.8040771484375,-50.854530334472656,-38.42619705200195,4.637386322021484,-9.559364318847656
94,20,The Convict (1910 film),Zhou Tong (archer),194,-45.04016876220703,-36.244712829589844,-43.73898696899414,-51.342681884765625,,10,6,-43.73898696899414,-51.342681884765625,-53.286598205566406,-35.35807418823242,1.3011817932128906,-15.097969055175781
94,24,The Convict (1910 film),Zhou Tong (archer),194,-45.04016876220703,-36.244712829589844,-43.73898696899414,-51.342681884765625,,10,6,-56.51804733276367,-61.88106155395508,-59.495208740234375,-38.03307342529297,-11.47787857055664,-25.636348724365234
94,27,The Convict (1910 film),Zhou Tong (archer),194,-45.04016876220703,-36.244712829589844,-43.73898696899414,-51.342681884765625,,10,6,-68.24011993408203,-51.14634704589844,-60.77833938598633,-37.521236419677734,-23.199951171875,-14.901634216308594
95,16,The Moth (Lost),Comair Flight 5191,195,-40.129024505615234,-38.04923629760742,-39.164512634277344,-53.231048583984375,,6,8,-38.814979553222656,-50.61073684692383,-59.692054748535156,-28.52659797668457,1.3140449523925781,-12.561500549316406
95,20,The Moth (Lost),Comair Flight 5191,195,-40.129024505615234,-38.04923629760742,-39.164512634277344,-53.231048583984375,,6,8,-39.164512634277344,-53.231048583984375,-59.880287170410156,-31.26325035095215,0.9645118713378906,-15.181812286376953
95,24,The Moth (Lost),Comair Flight 5191,195,-40.129024505615234,-38.04923629760742,-39.164512634277344,-53.231048583984375,,6,8,-45.25431442260742,-59.10981369018555,-54.24628448486328,-41.36415481567383,-5.1252899169921875,-21.060577392578125
95,27,The Moth (Lost),Comair Flight 5191,195,-40.129024505615234,-38.04923629760742,-39.164512634277344,-53.231048583984375,,6,8,-52.89706039428711,-55.13373947143555,-36.29996109008789,-37.275604248046875,-12.768035888671875,-17.084503173828125
96,16,Joe Nathan,Elgin Cathedral,196,-23.934261322021484,-17.989850997924805,-15.00938606262207,-34.923587799072266,,2,3,-11.159192085266113,-29.569000244140625,-31.423080444335938,-19.351484298706055,12.775069236755371,-11.57914924621582
96,20,Joe Nathan,Elgin Cathedral,196,-23.934261322021484,-17.989850997924805,-15.00938606262207,-34.923587799072266,,2,3,-15.00938606262207,-34.923587799072266,-37.85547637939453,-18.187746047973633,8.924875259399414,-16.93373680114746
